"sample_name"	"library_ID"	"title"	"library_strategy"	"library_source"	"library_selection"	"library_layout"	"platform"	"instrument"	"design_description"	"filetype"	"filename"	"filename2"	"Experiment"
"11_GVFLHP2-BH"	"11_GVFLHP2-BH"	"16S amplicon of BH sample from mesocosm withFlorence soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"11_GVFLHP2-BH.R1.fq.gz"	"11_GVFLHP2-BH.R2.fq.gz"	2
"12_GVFLHP2-BS"	"12_GVFLHP2-BS"	"16S amplicon of BS sample from mesocosm withFlorence soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"12_GVFLHP2-BS.R1.fq.gz"	"12_GVFLHP2-BS.R2.fq.gz"	2
"13_GVN7HN1-BH"	"13_GVN7HN1-BH"	"16S amplicon of BH sample from mesocosm withLansing soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"13_GVN7HN1-BH.R1.fq.gz"	"13_GVN7HN1-BH.R2.fq.gz"	2
"14_GVN7HN1-BS"	"14_GVN7HN1-BS"	"16S amplicon of BS sample from mesocosm withLansing soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"14_GVN7HN1-BS.R1.fq.gz"	"14_GVN7HN1-BS.R2.fq.gz"	2
"15_GVN7HN2-BH"	"15_GVN7HN2-BH"	"16S amplicon of BH sample from mesocosm withLansing soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"15_GVN7HN2-BH.R1.fq.gz"	"15_GVN7HN2-BH.R2.fq.gz"	2
"16_GVN7HN2-BS"	"16_GVN7HN2-BS"	"16S amplicon of BS sample from mesocosm withLansing soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"16_GVN7HN2-BS.R1.fq.gz"	"16_GVN7HN2-BS.R2.fq.gz"	2
"17_GVN7HP1-BH"	"17_GVN7HP1-BH"	"16S amplicon of BH sample from mesocosm withLansing soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"17_GVN7HP1-BH.R1.fq.gz"	"17_GVN7HP1-BH.R2.fq.gz"	2
"18_GVN7HP1-BS"	"18_GVN7HP1-BS"	"16S amplicon of BS sample from mesocosm withLansing soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"18_GVN7HP1-BS.R1.fq.gz"	"18_GVN7HP1-BS.R2.fq.gz"	2
"19_GVN7HP2-BH"	"19_GVN7HP2-BH"	"16S amplicon of BH sample from mesocosm withLansing soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"19_GVN7HP2-BH.R1.fq.gz"	"19_GVN7HP2-BH.R2.fq.gz"	2
"20_GVN7HP2-BS"	"20_GVN7HP2-BS"	"16S amplicon of BS sample from mesocosm withLansing soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"20_GVN7HP2-BS.R1.fq.gz"	"20_GVN7HP2-BS.R2.fq.gz"	2
"21_RIFLHN1-BH"	"21_RIFLHN1-BH"	"16S amplicon of BH sample from mesocosm withFlorence soil and RI; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"21_RIFLHN1-BH.R1.fq.gz"	"21_RIFLHN1-BH.R2.fq.gz"	2
"22_RIFLHN1-BS"	"22_RIFLHN1-BS"	"16S amplicon of BS sample from mesocosm withFlorence soil and RI; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"22_RIFLHN1-BS.R1.fq.gz"	"22_RIFLHN1-BS.R2.fq.gz"	2
"23_RIFLHN2-BH"	"23_RIFLHN2-BH"	"16S amplicon of BH sample from mesocosm withFlorence soil and RI; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"23_RIFLHN2-BH.R1.fq.gz"	"23_RIFLHN2-BH.R2.fq.gz"	2
"24_RIFLHN2-BS"	"24_RIFLHN2-BS"	"16S amplicon of BS sample from mesocosm withFlorence soil and RI; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"24_RIFLHN2-BS.R1.fq.gz"	"24_RIFLHN2-BS.R2.fq.gz"	2
"25_RIFLHP1-BH"	"25_RIFLHP1-BH"	"16S amplicon of BH sample from mesocosm withFlorence soil and RI; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"25_RIFLHP1-BH.R1.fq.gz"	"25_RIFLHP1-BH.R2.fq.gz"	2
"26_RIFLHP1-BS"	"26_RIFLHP1-BS"	"16S amplicon of BS sample from mesocosm withFlorence soil and RI; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"26_RIFLHP1-BS.R1.fq.gz"	"26_RIFLHP1-BS.R2.fq.gz"	2
"27_RIFLHP2-BH"	"27_RIFLHP2-BH"	"16S amplicon of BH sample from mesocosm withFlorence soil and RI; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"27_RIFLHP2-BH.R1.fq.gz"	"27_RIFLHP2-BH.R2.fq.gz"	2
"28_RIFLHP2-BS"	"28_RIFLHP2-BS"	"16S amplicon of BS sample from mesocosm withFlorence soil and RI; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"28_RIFLHP2-BS.R1.fq.gz"	"28_RIFLHP2-BS.R2.fq.gz"	2
"29_RIN7HN1-BH"	"29_RIN7HN1-BH"	"16S amplicon of BH sample from mesocosm withLansing soil and RI; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"29_RIN7HN1-BH.R1.fq.gz"	"29_RIN7HN1-BH.R2.fq.gz"	2
"30_RIN7HN1-BS"	"30_RIN7HN1-BS"	"16S amplicon of BS sample from mesocosm withLansing soil and RI; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"30_RIN7HN1-BS.R1.fq.gz"	"30_RIN7HN1-BS.R2.fq.gz"	2
"31_RIN7HN2-BH"	"31_RIN7HN2-BH"	"16S amplicon of BH sample from mesocosm withLansing soil and RI; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"31_RIN7HN2-BH.R1.fq.gz"	"31_RIN7HN2-BH.R2.fq.gz"	2
"32_RIN7HN2-BS"	"32_RIN7HN2-BS"	"16S amplicon of BS sample from mesocosm withLansing soil and RI; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"32_RIN7HN2-BS.R1.fq.gz"	"32_RIN7HN2-BS.R2.fq.gz"	2
"33_RIN7HP1-BH"	"33_RIN7HP1-BH"	"16S amplicon of BH sample from mesocosm withLansing soil and RI; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"33_RIN7HP1-BH.R1.fq.gz"	"33_RIN7HP1-BH.R2.fq.gz"	2
"34_RIN7HP1-BS"	"34_RIN7HP1-BS"	"16S amplicon of BS sample from mesocosm withLansing soil and RI; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"34_RIN7HP1-BS.R1.fq.gz"	"34_RIN7HP1-BS.R2.fq.gz"	2
"35_RIN7HP2-BH"	"35_RIN7HP2-BH"	"16S amplicon of BH sample from mesocosm withLansing soil and RI; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"35_RIN7HP2-BH.R1.fq.gz"	"35_RIN7HP2-BH.R2.fq.gz"	2
"36_RIN7HP2-BS"	"36_RIN7HP2-BS"	"16S amplicon of BS sample from mesocosm withLansing soil and RI; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"36_RIN7HP2-BS.R1.fq.gz"	"36_RIN7HP2-BS.R2.fq.gz"	2
"37_GVCLHN1-BP"	"37_GVCLHN1-BP"	"16S amplicon of BP sample from mesocosm withPendelton soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"37_GVCLHN1-BP.R1.fq.gz"	"37_GVCLHN1-BP.R2.fq.gz"	2
"38_GVCLHN1-CS"	"38_GVCLHN1-CS"	"16S amplicon of CS sample from mesocosm withPendelton soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"38_GVCLHN1-CS.R1.fq.gz"	"38_GVCLHN1-CS.R2.fq.gz"	2
"39_GVCLHN2-BP"	"39_GVCLHN2-BP"	"16S amplicon of BP sample from mesocosm withPendelton soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"39_GVCLHN2-BP.R1.fq.gz"	"39_GVCLHN2-BP.R2.fq.gz"	2
"40_GVCLHN2-CS"	"40_GVCLHN2-CS"	"16S amplicon of CS sample from mesocosm withPendelton soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"40_GVCLHN2-CS.R1.fq.gz"	"40_GVCLHN2-CS.R2.fq.gz"	2
"41_GVFLHN1-BP"	"41_GVFLHN1-BP"	"16S amplicon of BP sample from mesocosm withFlorence soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"41_GVFLHN1-BP.R1.fq.gz"	"41_GVFLHN1-BP.R2.fq.gz"	2
"42_GVFLHN1-CS"	"42_GVFLHN1-CS"	"16S amplicon of CS sample from mesocosm withFlorence soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"42_GVFLHN1-CS.R1.fq.gz"	"42_GVFLHN1-CS.R2.fq.gz"	2
"43_GVFLHN2-BP"	"43_GVFLHN2-BP"	"16S amplicon of BP sample from mesocosm withFlorence soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"43_GVFLHN2-BP.R1.fq.gz"	"43_GVFLHN2-BP.R2.fq.gz"	2
"44_GVFLHN2-CS"	"44_GVFLHN2-CS"	"16S amplicon of CS sample from mesocosm withFlorence soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"44_GVFLHN2-CS.R1.fq.gz"	"44_GVFLHN2-CS.R2.fq.gz"	2
"45_GVFLHP1-BP"	"45_GVFLHP1-BP"	"16S amplicon of BP sample from mesocosm withFlorence soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"45_GVFLHP1-BP.R1.fq.gz"	"45_GVFLHP1-BP.R2.fq.gz"	2
"46_GVFLHP1-CS"	"46_GVFLHP1-CS"	"16S amplicon of CS sample from mesocosm withFlorence soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"46_GVFLHP1-CS.R1.fq.gz"	"46_GVFLHP1-CS.R2.fq.gz"	2
"47_GVFLHP2-BP"	"47_GVFLHP2-BP"	"16S amplicon of BP sample from mesocosm withFlorence soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"47_GVFLHP2-BP.R1.fq.gz"	"47_GVFLHP2-BP.R2.fq.gz"	2
"48_GVFLHP2-CS"	"48_GVFLHP2-CS"	"16S amplicon of CS sample from mesocosm withFlorence soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"48_GVFLHP2-CS.R1.fq.gz"	"48_GVFLHP2-CS.R2.fq.gz"	2
"49_GVN7HN1-BP"	"49_GVN7HN1-BP"	"16S amplicon of BP sample from mesocosm withLansing soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"49_GVN7HN1-BP.R1.fq.gz"	"49_GVN7HN1-BP.R2.fq.gz"	2
"50_GVN7HN1-CS"	"50_GVN7HN1-CS"	"16S amplicon of CS sample from mesocosm withLansing soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"50_GVN7HN1-CS.R1.fq.gz"	"50_GVN7HN1-CS.R2.fq.gz"	2
"51_GVN7HN2-BP"	"51_GVN7HN2-BP"	"16S amplicon of BP sample from mesocosm withLansing soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"51_GVN7HN2-BP.R1.fq.gz"	"51_GVN7HN2-BP.R2.fq.gz"	2
"52_GVN7HN2-CS"	"52_GVN7HN2-CS"	"16S amplicon of CS sample from mesocosm withLansing soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"52_GVN7HN2-CS.R1.fq.gz"	"52_GVN7HN2-CS.R2.fq.gz"	2
"53_GVN7HP1-BP"	"53_GVN7HP1-BP"	"16S amplicon of BP sample from mesocosm withLansing soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"53_GVN7HP1-BP.R1.fq.gz"	"53_GVN7HP1-BP.R2.fq.gz"	2
"54_GVN7HP1-CS"	"54_GVN7HP1-CS"	"16S amplicon of CS sample from mesocosm withLansing soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"54_GVN7HP1-CS.R1.fq.gz"	"54_GVN7HP1-CS.R2.fq.gz"	2
"55_GVN7HP2-BP"	"55_GVN7HP2-BP"	"16S amplicon of BP sample from mesocosm withLansing soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"55_GVN7HP2-BP.R1.fq.gz"	"55_GVN7HP2-BP.R2.fq.gz"	2
"56_GVN7HP2-CS"	"56_GVN7HP2-CS"	"16S amplicon of CS sample from mesocosm withLansing soil and Gv; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"56_GVN7HP2-CS.R1.fq.gz"	"56_GVN7HP2-CS.R2.fq.gz"	2
"57_RIN7HN1-CS"	"57_RIN7HN1-CS"	"16S amplicon of CS sample from mesocosm withLansing soil and RI; Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"57_RIN7HN1-CS.R1.fq.gz"	"57_RIN7HN1-CS.R2.fq.gz"	2
