"sample_name"	"library_ID"	"title"	"library_strategy"	"library_source"	"library_selection"	"library_layout"	"platform"	"instrument"	"design_description"	"filetype"	"filename"	"filename2"	"Experiment"
"HCRS3_S202"	"HCRS3_S202"	"16S amplicon of RT sample from mesocosm withSand soil and Gv; Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"HCRS3_S202_R1_001.fastq.gz"	"HCRS3_S202_R2_001.fastq.gz"	1
"HCHN1_S214"	"HCHN1_S214"	"16S amplicon of CH sample from mesocosm withLansing soil and Gv; Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"HCHN1_S214_R1_001.fastq.gz"	"HCHN1_S214_R2_001.fastq.gz"	1
"HCHN2_S226"	"HCHN2_S226"	"16S amplicon of CH sample from mesocosm withLansing soil and Gv; Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"HCHN2_S226_R1_001.fastq.gz"	"HCHN2_S226_R2_001.fastq.gz"	1
"HCHN3_S238"	"HCHN3_S238"	"16S amplicon of CH sample from mesocosm withLansing soil and Gv; Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"HCHN3_S238_R1_001.fastq.gz"	"HCHN3_S238_R2_001.fastq.gz"	1
"HCHF1_S250"	"HCHF1_S250"	"16S amplicon of CH sample from mesocosm withFlorence soil and Gv; Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"HCHF1_S250_R1_001.fastq.gz"	"HCHF1_S250_R2_001.fastq.gz"	1
"HCHF2_S262"	"HCHF2_S262"	"16S amplicon of CH sample from mesocosm withFlorence soil and Gv; Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"HCHF2_S262_R1_001.fastq.gz"	"HCHF2_S262_R2_001.fastq.gz"	1
"HCHF3_S274"	"HCHF3_S274"	"16S amplicon of CH sample from mesocosm withFlorence soil and Gv; Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"HCHF3_S274_R1_001.fastq.gz"	"HCHF3_S274_R2_001.fastq.gz"	1
"HCHP1_S286"	"HCHP1_S286"	"16S amplicon of CH sample from mesocosm withPendelton soil and Gv; Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"HCHP1_S286_R1_001.fastq.gz"	"HCHP1_S286_R2_001.fastq.gz"	1
"HCHP2_S203"	"HCHP2_S203"	"16S amplicon of CH sample from mesocosm withPendelton soil and Gv; Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"HCHP2_S203_R1_001.fastq.gz"	"HCHP2_S203_R2_001.fastq.gz"	1
"HCHP3_S215"	"HCHP3_S215"	"16S amplicon of CH sample from mesocosm withPendelton soil and Gv; Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"HCHP3_S215_R1_001.fastq.gz"	"HCHP3_S215_R2_001.fastq.gz"	1
"HCHS1_S227"	"HCHS1_S227"	"16S amplicon of CH sample from mesocosm withSand soil and Gv; Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"HCHS1_S227_R1_001.fastq.gz"	"HCHS1_S227_R2_001.fastq.gz"	1
"HCHS2_S239"	"HCHS2_S239"	"16S amplicon of CH sample from mesocosm withSand soil and Gv; Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"HCHS2_S239_R1_001.fastq.gz"	"HCHS2_S239_R2_001.fastq.gz"	1
"HCHS3_S251"	"HCHS3_S251"	"16S amplicon of CH sample from mesocosm withSand soil and Gv; Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"HCHS3_S251_R1_001.fastq.gz"	"HCHS3_S251_R2_001.fastq.gz"	1
"Hneg1_S263"	"Hneg1_S263"	"16S amplicon of EB sample from mesocosm with soil and ; Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"Hneg1_S263_R1_001.fastq.gz"	"Hneg1_S263_R2_001.fastq.gz"	1
"10xBLS156_S303"	"10xBLS156_S303"	"16S amplicon of MK sample from mesocosm with soil and ; Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"10xBLS156_S303_R1_001.fastq.gz"	"10xBLS156_S303_R2_001.fastq.gz"	1
"2xBLS143_S297"	"2xBLS143_S297"	"16S amplicon of MK sample from mesocosm with soil and ; Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"2xBLS143_S297_R1_001.fastq.gz"	"2xBLS143_S297_R2_001.fastq.gz"	1
"5xBLS120_S300"	"5xBLS120_S300"	"16S amplicon of MK sample from mesocosm with soil and ; Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"5xBLS120_S300_R1_001.fastq.gz"	"5xBLS120_S300_R2_001.fastq.gz"	1
"BaseA_S310"	"BaseA_S310"	"16S amplicon of MK sample from mesocosm with soil and ; Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"BaseA_S310_R1_001.fastq.gz"	"BaseA_S310_R2_001.fastq.gz"	1
"BaseB_S291"	"BaseB_S291"	"16S amplicon of MK sample from mesocosm with soil and ; Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"BaseB_S291_R1_001.fastq.gz"	"BaseB_S291_R2_001.fastq.gz"	1
"BaseC_S294"	"BaseC_S294"	"16S amplicon of MK sample from mesocosm with soil and ; Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"BaseC_S294_R1_001.fastq.gz"	"BaseC_S294_R2_001.fastq.gz"	1
"NegativeH2O_S282"	"NegativeH2O_S282"	"16S amplicon of PB sample from mesocosm with soil and ; Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"NegativeH2O_S282_R1_001.fastq.gz"	"NegativeH2O_S282_R2_001.fastq.gz"	1
"UMGC_H2O_001_A04_S4"	"UMGC_H2O_001_A04_S4"	"16S amplicon of PB sample from mesocosm with soil and ; Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"UMGC_H2O_001_A04_S4_R1_001.fastq.gz"	"UMGC_H2O_001_A04_S4_R2_001.fastq.gz"	1
"UMGC_H2O_001_A06_S6"	"UMGC_H2O_001_A06_S6"	"16S amplicon of PB sample from mesocosm with soil and ; Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"UMGC_H2O_001_A06_S6_R1_001.fastq.gz"	"UMGC_H2O_001_A06_S6_R2_001.fastq.gz"	1
"UMGC_H2O_002_B04_S112"	"UMGC_H2O_002_B04_S112"	"16S amplicon of PB sample from mesocosm with soil and ; Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"UMGC_H2O_002_B04_S112_R1_001.fastq.gz"	"UMGC_H2O_002_B04_S112_R2_001.fastq.gz"	1
"UMGC_H2O_002_B06_S114"	"UMGC_H2O_002_B06_S114"	"16S amplicon of PB sample from mesocosm with soil and ; Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"UMGC_H2O_002_B06_S114_R1_001.fastq.gz"	"UMGC_H2O_002_B06_S114_R2_001.fastq.gz"	1
"UMGC_H2O_003_A07_S199"	"UMGC_H2O_003_A07_S199"	"16S amplicon of PB sample from mesocosm with soil and ; Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"UMGC_H2O_003_A07_S199_R1_001.fastq.gz"	"UMGC_H2O_003_A07_S199_R2_001.fastq.gz"	1
"UMGC_H2O_003_G11_S275"	"UMGC_H2O_003_G11_S275"	"16S amplicon of PB sample from mesocosm with soil and ; Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"UMGC_H2O_003_G11_S275_R1_001.fastq.gz"	"UMGC_H2O_003_G11_S275_R2_001.fastq.gz"	1
"UMGC_H2O_004_F03_S306"	"UMGC_H2O_004_F03_S306"	"16S amplicon of PB sample from mesocosm with soil and ; Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Prepared at University of Minnesota Genomics Center"	"fastq"	"UMGC_H2O_004_F03_S306_R1_001.fastq.gz"	"UMGC_H2O_004_F03_S306_R2_001.fastq.gz"	1
"1_3.1RH"	"1_3.1RH"	"16S amplicon of RH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"1_3.1RH.R1.fq.gz"	"1_3.1RH.R2.fq.gz"	3
"2_3.1BP"	"2_3.1BP"	"16S amplicon of BP sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"2_3.1BP.R1.fq.gz"	"2_3.1BP.R2.fq.gz"	3
"3_2.1CH"	"3_2.1CH"	"16S amplicon of CH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"3_2.1CH.R1.fq.gz"	"3_2.1CH.R2.fq.gz"	3
"4_2.1BP"	"4_2.1BP"	"16S amplicon of BP sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"4_2.1BP.R1.fq.gz"	"4_2.1BP.R2.fq.gz"	3
"5_1.1RH"	"5_1.1RH"	"16S amplicon of RH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"5_1.1RH.R1.fq.gz"	"5_1.1RH.R2.fq.gz"	3
"6_3.1CH"	"6_3.1CH"	"16S amplicon of CH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"6_3.1CH.R1.fq.gz"	"6_3.1CH.R2.fq.gz"	3
"7_2.1CS"	"7_2.1CS"	"16S amplicon of CS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"7_2.1CS.R1.fq.gz"	"7_2.1CS.R2.fq.gz"	3
"8_1.1BP"	"8_1.1BP"	"16S amplicon of BP sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"8_1.1BP.R1.fq.gz"	"8_1.1BP.R2.fq.gz"	3
"9_1.1CH"	"9_1.1CH"	"16S amplicon of CH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"9_1.1CH.R1.fq.gz"	"9_1.1CH.R2.fq.gz"	3
"10_2.1RH"	"10_2.1RH"	"16S amplicon of RH sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"10_2.1RH.R1.fq.gz"	"10_2.1RH.R2.fq.gz"	3
"11_1.1CS"	"11_1.1CS"	"16S amplicon of CS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"11_1.1CS.R1.fq.gz"	"11_1.1CS.R2.fq.gz"	3
"12_3.1CS"	"12_3.1CS"	"16S amplicon of CS sample from mesocosm withLansing soil and Gv; Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm"	"AMPLICON"	"METAGENOMIC"	"PCR"	"paired"	"ILLUMINA"	"Illumina MiSeq"	"Multiplexed dual barcoded MiSeq library prepared as in Kozich et al. 2013"	"fastq"	"12_3.1CS.R1.fq.gz"	"12_3.1CS.R2.fq.gz"	3
