# command:    ssu-cmsearch --hmm-cW 1.5 --no-null3 --noalign -T -1 --tab ssu_aln/ssu_aln.1/ssu_aln.1.tab --viterbi /home/be68/anaconda3/share/ssu-align-0.1.1/ssu-align-0p1.cm ssu_aln/IsolateSeqs.fasta.1
# date:       Fri Apr 19 15:40:58 2019
# num seqs:   55
# dbsize(Mb): 0.141452
#
# Pre-search info for CM 1: archaea
#
# rnd  mod  alg  cfg   beta  bit sc cut
# ---  ---  ---  ---  -----  ----------
#   1  hmm  vit  loc      -       -1.00
#
# CM: archaea
#                                    target coord   query coord                         
#                          ----------------------  ------------                         
# model name  target name       start        stop  start   stop    bit sc   E-value  GC%
# ----------  -----------  ----------  ----------  -----  -----  --------  --------  ---
  bacteria    BE42                  1        1329      1   1582   1897.78         -   55
  bacteria    BE43                  4        1345      1   1582   1910.64         -   54
  bacteria    BE44                  1        1328      1   1582   1833.28         -   53
  bacteria    BE45                  2        1339      1   1582   1908.96         -   54
  bacteria    BE46                  2        1324      1   1582   1908.81         -   54
  bacteria    BE47                  1        1324      1   1582   1909.14         -   54
  bacteria    BE48                  5        1330      1   1582   1837.77         -   55
  bacteria    BE49                  1        1276      1   1582   1751.57         -   55
  bacteria    BE50                  1        1329      1   1582   1790.38         -   56
  bacteria    BE51                  2        1284      1   1582   1405.75         -   48
  bacteria    BE52                  1        1323      1   1582   1792.06         -   55
  bacteria    BE53                  1        1269      1   1582   1824.84         -   55
  bacteria    BE54                  1        1292      1   1582   1644.67         -   55
  bacteria    BE55                  1        1319      1   1582   1906.10         -   54
  bacteria    BE56                  1        1322      1   1582   1903.02         -   54
  bacteria    BE57                  1        1294      1   1582   1442.51         -   52
  bacteria    BE57               1104        1055      1   1582     -0.32         -   58
  bacteria    BE59                  1        1272      1   1582   1821.25         -   54
  bacteria    BE60                  1        1318      1   1582   1789.89         -   54
  bacteria    BE61                  1        1324      1   1582   1906.95         -   54
  bacteria    BE62                  1        1322      1   1582   1876.94         -   54
  bacteria    BE63                  2        1337      1   1582   1907.65         -   54
  bacteria    BE64                  3        1342      1   1582   1910.88         -   54
  bacteria    BE65                  1        1343      1   1582   1915.09         -   54
  bacteria    BE65B                 1        1341      1   1582   1911.67         -   54
  bacteria    BE66                  3        1339      1   1582   1874.15         -   51
  bacteria    BE68                  1        1292      1   1582   1638.20         -   55
  bacteria    BE69                  1        1315      1   1582   1783.92         -   54
  bacteria    BE70                  1        1272      1   1582   1808.24         -   55
  bacteria    BE71                  2        1313      1   1582   1851.98         -   56
  bacteria    BE72                  1        1272      1   1582   1749.81         -   57
  bacteria    BE74                  3        1337      1   1582   1873.90         -   51
  bacteria    BE75                  1         750      1   1582   1127.86         -   54
  bacteria    BE76                  1         750      1   1582   1127.09         -   54
  bacteria    BE79                  1        1336      1   1582   1909.76         -   55
  bacteria    BE80                  5        1339      1   1582   1860.38         -   55
  bacteria    BE81                  5        1339      1   1582   1860.38         -   55
  bacteria    BE82                  1        1275      1   1582   1811.72         -   55
  bacteria    BE83                  1        1248      1   1582   1721.86         -   53
  bacteria    BE84                  1        1276      1   1582   1782.44         -   55
  bacteria    BE85                  1        1309      1   1582   1835.72         -   58
#
# Post-search info for CM 2: bacteria
#
# rnd  mod  alg  cfg   beta  bit sc cut  num hits  surv fract
# ---  ---  ---  ---  -----  ----------  --------  ----------
#   1  hmm  vit  loc      -       -1.00        59      0.5008
#
#    run time  (hr:min:sec)
# -----------
#    00:00:09
#
# Pre-search info for CM 3: eukarya
#
# rnd  mod  alg  cfg   beta  bit sc cut
# ---  ---  ---  ---  -----  ----------
#   1  hmm  vit  loc      -       -1.00
#
# CM: eukarya
#                                    target coord   query coord                         
#                          ----------------------  ------------                         
# model name  target name       start        stop  start   stop    bit sc   E-value  GC%
# ----------  -----------  ----------  ----------  -----  -----  --------  --------  ---
  eukarya     BE26                796         837      1   1881     29.98         -   52
  eukarya     BE26               1039        1026      1   1881     -0.63         -   36
  eukarya     BE27                802         843      1   1881     29.98         -   52
  eukarya     BE27               1045        1032      1   1881     -0.63         -   36
  eukarya     BE28                804         845      1   1881     29.98         -   52
  eukarya     BE28               1047        1034      1   1881     -0.63         -   36
  eukarya     BE29                783         824      1   1881     19.85         -   55
  eukarya     BE30                783         824      1   1881     19.85         -   55
  eukarya     BE31                398         417      1   1881      9.20         -   65
  eukarya     BE32                398         417      1   1881      9.20         -   65
  eukarya     BE33                145         193      1   1881     19.49         -   59
  eukarya     BE34                399         418      1   1881      9.20         -   65
  eukarya     BE35                143         191      1   1881     17.65         -   55
  eukarya     BE36                789         830      1   1881     19.85         -   52
  eukarya     BE38               1240        1310      1   1881      9.53         -   56
  eukarya     BE39                145         193      1   1881     17.65         -   55
  eukarya     BE40                783         824      1   1881     14.04         -   48
  eukarya     BE41               1211        1281      1   1881     21.36         -   58
  eukarya     BE42                788         829      1   1881     26.59         -   57
  eukarya     BE42               1031        1018      1   1881     -0.63         -   36
  eukarya     BE43                802         843      1   1881     29.98         -   52
  eukarya     BE43               1045        1032      1   1881     -0.63         -   36
  eukarya     BE44                787         828      1   1881     13.35         -   48
  eukarya     BE45                800         841      1   1881     29.98         -   52
  eukarya     BE45               1043        1030      1   1881     -0.63         -   36
  eukarya     BE46               1239        1309      1   1881      9.53         -   56
  eukarya     BE47               1238        1308      1   1881      9.53         -   56
  eukarya     BE48               1298        1315      1   1881      5.38         -   61
  eukarya     BE49               1151        1254      1   1881     14.09         -   57
  eukarya     BE50                807         848      1   1881     15.88         -   48
  eukarya     BE51                397         416      1   1881      9.20         -   65
  eukarya     BE52                783         824      1   1881     19.85         -   55
  eukarya     BE53                730         771      1   1881     14.04         -   48
  eukarya     BE54               1209        1279      1   1881     21.36         -   58
  eukarya     BE55               1238        1308      1   1881      9.53         -   56
  eukarya     BE56               1237        1307      1   1881      9.53         -   56
  eukarya     BE57                398         417      1   1881      9.20         -   65
  eukarya     BE59                731         772      1   1881     14.04         -   48
  eukarya     BE60                785         826      1   1881     19.85         -   55
  eukarya     BE61               1238        1308      1   1881      9.53         -   56
  eukarya     BE62                414         433      1   1881      9.20         -   65
  eukarya     BE63                798         839      1   1881     29.98         -   52
  eukarya     BE63               1041        1028      1   1881     -0.63         -   36
  eukarya     BE64                801         842      1   1881     29.98         -   52
  eukarya     BE64               1044        1031      1   1881     -0.63         -   36
  eukarya     BE65                800         841      1   1881     26.59         -   57
  eukarya     BE65               1043        1030      1   1881     -0.63         -   36
  eukarya     BE65B               799         840      1   1881     29.98         -   52
  eukarya     BE65B              1042        1029      1   1881     -0.63         -   36
  eukarya     BE66                800         841      1   1881     12.64         -   52
  eukarya     BE68               1211        1281      1   1881     15.09         -   57
  eukarya     BE69                782         823      1   1881     19.85         -   55
  eukarya     BE70                730         771      1   1881     14.04         -   48
  eukarya     BE71                145         193      1   1881     24.40         -   53
  eukarya     BE72               1186        1256      1   1881     11.54         -   62
  eukarya     BE74                800         841      1   1881     12.64         -   52
  eukarya     BE75                208         249      1   1881     26.59         -   57
  eukarya     BE75                451         438      1   1881     -0.63         -   36
  eukarya     BE76                207         248      1   1881     26.59         -   57
  eukarya     BE76                450         437      1   1881     -0.63         -   36
  eukarya     BE79                799         840      1   1881     29.98         -   52
  eukarya     BE79               1040        1027      1   1881     -0.63         -   36
  eukarya     BE80                802         843      1   1881     29.98         -   52
  eukarya     BE81                802         843      1   1881     29.98         -   52
  eukarya     BE82                732         773      1   1881     14.04         -   48
  eukarya     BE83                731         772      1   1881     14.04         -   48
  eukarya     BE84                733         774      1   1881     14.04         -   48
  eukarya     BE85                145         193      1   1881     29.36         -   59
#
# Post-search info for CM 3: eukarya
#
# rnd  mod  alg  cfg   beta  bit sc cut  num hits  surv fract
# ---  ---  ---  ---  -----  ----------  --------  ----------
#   1  hmm  vit  loc      -       -1.00        68      0.0193
#
#    run time  (hr:min:sec)
# -----------
#    00:00:09
# command:    ssu-cmsearch --hmm-cW 1.5 --no-null3 --noalign -T -1 --tab ssu_aln/ssu_aln.2/ssu_aln.2.tab --viterbi /home/be68/anaconda3/share/ssu-align-0.1.1/ssu-align-0p1.cm ssu_aln/IsolateSeqs.fasta.2
# date:       Fri Apr 19 15:40:58 2019
# num seqs:   56
# dbsize(Mb): 0.140208
#
# Pre-search info for CM 1: archaea
#
# rnd  mod  alg  cfg   beta  bit sc cut
# ---  ---  ---  ---  -----  ----------
#   1  hmm  vit  loc      -       -1.00
#
# CM: archaea
#                                    target coord   query coord                         
#                          ----------------------  ------------                         
# model name  target name       start        stop  start   stop    bit sc   E-value  GC%
# ----------  -----------  ----------  ----------  -----  -----  --------  --------  ---
  archaea     BE88                  1        1261      1   1508    545.64         -   54
  archaea     BE88                543         534      1   1508      0.79         -   40
  archaea     BE91                  1        1234      1   1508    510.98         -   53
  archaea     BE91                476         445      1   1508      1.96         -   56
  archaea     BE92                135        1314      1   1508    533.64         -   55
  archaea     BE92                503         494      1   1508      0.79         -   40
  archaea     BE93                  5        1264      1   1508    581.52         -   53
  archaea     BE93                546         537      1   1508      0.79         -   40
  archaea     BE94                  4        1328      1   1508    679.50         -   54
  archaea     BE95                  1        1257      1   1508    572.22         -   55
  archaea     BE95                523         508      1   1508      1.30         -   44
  archaea     BE96                  2        1324      1   1508    596.91         -   54
  archaea     BE97                  4        1328      1   1508    702.15         -   56
  archaea     BE97               1195        1182      1   1508      0.43         -   50
  archaea     BE98                  9         750      1   1508    234.41         -   52
  archaea     BE98                549         540      1   1508      0.79         -   40
  archaea     BE100               101        1275      1   1508    552.74         -   55
  archaea     BE100               547         538      1   1508      0.79         -   40
  archaea     BE101               135        1313      1   1508    537.81         -   55
  archaea     BE101               503         494      1   1508      0.79         -   40
  archaea     BE102                32        1262      1   1508    563.72         -   55
  archaea     BE102               544         535      1   1508      0.79         -   40
  archaea     BE103                 2        1319      1   1508    547.32         -   56
  archaea     BE104                 8        1332      1   1508    656.49         -   55
  archaea     BE104               130         111      1   1508      0.79         -   50
  archaea     BE105                 2        1328      1   1508    507.08         -   55
  archaea     BE107                 3        1322      1   1508    616.05         -   55
  archaea     BE108                 6        1265      1   1508    559.78         -   53
  archaea     BE108               547         538      1   1508      0.79         -   40
  archaea     BE109                 7        1279      1   1508    570.20         -   55
  archaea     BE109               481         450      1   1508      1.96         -   59
  archaea     BE110                31        1261      1   1508    575.00         -   55
  archaea     BE110               543         534      1   1508      0.79         -   40
  archaea     BE112                 1        1234      1   1508    510.98         -   53
  archaea     BE112               476         445      1   1508      1.96         -   56
  archaea     BE113                 5        1278      1   1508    555.41         -   54
  archaea     BE113               546         537      1   1508      0.79         -   40
  archaea     BE114                 1        1324      1   1508    516.24         -   55
  archaea     BE115               140        1316      1   1508    507.21         -   55
  archaea     BE116               144        1327      1   1508    495.74         -   54
  archaea     BE117               138        1316      1   1508    532.68         -   55
  archaea     BE117               506         497      1   1508      0.79         -   40
  archaea     BE118                 9        1291      1   1508    445.20         -   48
  archaea     BE118              1082        1063      1   1508     -0.43         -   60
  archaea     BE120                 2        1249      1   1508    513.91         -   53
  archaea     BE120               478         447      1   1508      1.96         -   56
  archaea     BE121                 7        1289      1   1508    445.20         -   48
  archaea     BE121              1080        1061      1   1508     -0.43         -   60
  archaea     BE122                 6        1265      1   1508    560.24         -   52
  archaea     BE122               547         538      1   1508      0.79         -   40
  archaea     BE123                 6        1277      1   1508    574.21         -   53
  archaea     BE123               547         538      1   1508      0.79         -   40
  archaea     BE124                 1        1299      1   1508    514.77         -   51
  archaea     BE124              1167        1158      1   1508     -0.37         -   50
  archaea     BE125                 3        1276      1   1508    563.65         -   55
  archaea     BE125               547         538      1   1508      0.79         -   40
  archaea     BE126                 7        1264      1   1508    578.20         -   54
  archaea     BE126               548         539      1   1508      0.79         -   40
  archaea     BE127               139        1325      1   1508    497.99         -   54
  archaea     BE127               511         484      1   1508      1.16         -   43
  archaea     BE128                 8        1277      1   1508    608.78         -   55
  archaea     BE128               548         539      1   1508      0.79         -   40
  archaea     BE153                 2        1264      1   1508    551.68         -   54
  archaea     BE153               526         511      1   1508      1.30         -   44
  archaea     BE154                 1        1297      1   1508    633.03         -   57
  archaea     BE156                 1        1292      1   1508    655.44         -   58
  archaea     BE157                 1        1277      1   1508    552.42         -   54
  archaea     BE157               525         510      1   1508      1.30         -   44
  archaea     BE159                 2        1235      1   1508    508.64         -   53
  archaea     BE159               478         447      1   1508      1.96         -   56
  archaea     BE163                19         581      1   1508    344.88         -   57
  archaea     BE164                 1        1295      1   1508    660.69         -   58
  archaea     BE166                 2        1264      1   1508    548.54         -   54
  archaea     BE166               526         511      1   1508      1.30         -   44
  archaea     BE167                 1        1298      1   1508    629.51         -   57
  archaea     BE168                 2        1276      1   1508    574.99         -   55
  archaea     BE168               480         449      1   1508      1.96         -   59
  archaea     BE170                 1        1292      1   1508    656.02         -   58
  archaea     BE171                 1        1309      1   1508    658.39         -   57
  archaea     BE172                32        1275      1   1508    575.24         -   55
  archaea     BE172               544         535      1   1508      0.79         -   40
  archaea     BE173                 3        1321      1   1508    596.71         -   55
  archaea     BE177                 7        1266      1   1508    583.98         -   54
  archaea     BE177               548         539      1   1508      0.79         -   40
  archaea     BE178                 1        1292      1   1508    659.54         -   59
  archaea     BE179                 6         737      1   1508    496.65         -   54
  archaea     BE180                 2        1298      1   1508    584.51         -   56
  archaea     BE181                 7        1280      1   1508    582.44         -   53
  archaea     BE181               548         539      1   1508      0.79         -   40
  archaea     BE182                 4         735      1   1508    496.65         -   54
  archaea     BE183                 1        1237      1   1508    514.67         -   53
  archaea     BE183               479         448      1   1508      1.96         -   56
#
# Post-search info for CM 1: archaea
#
# rnd  mod  alg  cfg   beta  bit sc cut  num hits  surv fract
# ---  ---  ---  ---  -----  ----------  --------  ----------
#   1  hmm  vit  loc      -       -1.00        92      0.4935
#
#    run time  (hr:min:sec)
# -----------
#    00:00:10
#
# Pre-search info for CM 2: bacteria
#
# rnd  mod  alg  cfg   beta  bit sc cut
# ---  ---  ---  ---  -----  ----------
#   1  hmm  vit  loc      -       -1.00
#
# CM: bacteria
#                                    target coord   query coord                         
#                          ----------------------  ------------                         
# model name  target name       start        stop  start   stop    bit sc   E-value  GC%
# ----------  -----------  ----------  ----------  -----  -----  --------  --------  ---
  bacteria    BE88                  1        1271      1   1582   1792.26         -   54
  bacteria    BE91                  1        1245      1   1582   1717.35         -   53
  bacteria    BE92                  1        1313      1   1582   1771.98         -   55
  bacteria    BE93                  1        1276      1   1582   1722.77         -   53
  bacteria    BE94                  2        1340      1   1582   1912.43         -   54
  bacteria    BE95                  1        1268      1   1582   1829.09         -   55
  bacteria    BE95                102          78      1   1582      0.65         -   36
  bacteria    BE96                  1        1324      1   1582   1914.29         -   54
  bacteria    BE97                  1        1333      1   1582   1905.52         -   56
  bacteria    BE98                  9         750      1   1582    967.17         -   52
  bacteria    BE100                 1        1275      1   1582   1750.15         -   55
  bacteria    BE101                 1        1313      1   1582   1770.52         -   55
  bacteria    BE102                 1        1271      1   1582   1786.94         -   55
  bacteria    BE103                 3        1328      1   1582   1840.22         -   56
  bacteria    BE104                 6        1339      1   1582   1867.01         -   55
  bacteria    BE105                 1        1325      1   1582   1780.61         -   54
  bacteria    BE107                 3        1332      1   1582   1869.76         -   55
  bacteria    BE108                 1        1277      1   1582   1723.58         -   53
  bacteria    BE109                 7        1279      1   1582   1773.21         -   55
  bacteria    BE110                 1        1273      1   1582   1807.79         -   55
  bacteria    BE112                 1        1244      1   1582   1715.99         -   53
  bacteria    BE113                 1        1280      1   1582   1728.89         -   54
  bacteria    BE114                 1        1322      1   1582   1790.19         -   55
  bacteria    BE115                 1        1317      1   1582   1754.43         -   56
  bacteria    BE116                 1        1326      1   1582   1778.75         -   54
  bacteria    BE117                 1        1316      1   1582   1777.77         -   55
  bacteria    BE118                 9        1291      1   1582   1405.75         -   48
  bacteria    BE120                 1        1248      1   1582   1721.86         -   53
  bacteria    BE121                 1        1289      1   1582   1411.29         -   49
  bacteria    BE122                 1        1276      1   1582   1717.61         -   52
  bacteria    BE123                 1        1279      1   1582   1768.38         -   53
  bacteria    BE124                 1        1301      1   1582   1451.97         -   51
  bacteria    BE125                 1        1275      1   1582   1766.75         -   55
  bacteria    BE126                 1        1274      1   1582   1754.95         -   54
  bacteria    BE127                 1        1325      1   1582   1750.51         -   54
  bacteria    BE128                 8        1276      1   1582   1777.12         -   55
  bacteria    BE153                 1        1276      1   1582   1799.20         -   54
  bacteria    BE154                 1        1310      1   1582   1825.69         -   57
  bacteria    BE156                 1        1303      1   1582   1861.60         -   58
  bacteria    BE157                 1        1277      1   1582   1797.86         -   54
  bacteria    BE159                 1        1248      1   1582   1708.39         -   53
  bacteria    BE163                 8         595      1   1582    853.65         -   57
  bacteria    BE164                 1        1307      1   1582   1868.25         -   58
  bacteria    BE166                 1        1274      1   1582   1794.34         -   55
  bacteria    BE167                 1        1309      1   1582   1845.27         -   57
  bacteria    BE168                 1        1276      1   1582   1782.44         -   55
  bacteria    BE170                 1        1302      1   1582   1861.91         -   58
  bacteria    BE171                 2        1318      1   1582   1849.11         -   57
  bacteria    BE172                 1        1274      1   1582   1809.73         -   55
  bacteria    BE173                 3        1334      1   1582   1867.56         -   55
  bacteria    BE177                 1        1271      1   1582   1718.30         -   54
  bacteria    BE178                 1        1299      1   1582   1847.72         -   59
  bacteria    BE179                 1         750      1   1582   1127.09         -   54
  bacteria    BE180                 1        1309      1   1582   1832.69         -   56
  bacteria    BE181                 1        1280      1   1582   1727.32         -   53
  bacteria    BE182                 2         750      1   1582   1128.77         -   54
  bacteria    BE183                 1        1246      1   1582   1720.07         -   53
#
# Post-search info for CM 2: bacteria
#
# rnd  mod  alg  cfg   beta  bit sc cut  num hits  surv fract
# ---  ---  ---  ---  -----  ----------  --------  ----------
#   1  hmm  vit  loc      -       -1.00        57      0.4996
#
#    run time  (hr:min:sec)
# -----------
#    00:00:09
#
# Pre-search info for CM 3: eukarya
#
# rnd  mod  alg  cfg   beta  bit sc cut
# ---  ---  ---  ---  -----  ----------
#   1  hmm  vit  loc      -       -1.00
#
# CM: eukarya
#                                    target coord   query coord                         
#                          ----------------------  ------------                         
# model name  target name       start        stop  start   stop    bit sc   E-value  GC%
# ----------  -----------  ----------  ----------  -----  -----  --------  --------  ---
  eukarya     BE88                730         771      1   1881     14.04         -   48
  eukarya     BE91                729         770      1   1881     14.04         -   48
  eukarya     BE92                777         818      1   1881     19.85         -   55
  eukarya     BE93               1155        1258      1   1881     14.09         -   57
  eukarya     BE94                798         839      1   1881     26.59         -   57
  eukarya     BE94               1041        1028      1   1881     -0.63         -   36
  eukarya     BE95                730         771      1   1881     14.04         -   48
  eukarya     BE96               1238        1308      1   1881      9.53         -   56
  eukarya     BE97                798         839      1   1881     26.59         -   57
  eukarya     BE97               1041        1028      1   1881     -0.63         -   36
  eukarya     BE98                367         386      1   1881      9.20         -   65
  eukarya     BE100              1152        1255      1   1881     14.09         -   57
  eukarya     BE101               777         818      1   1881     19.85         -   55
  eukarya     BE102               731         772      1   1881     14.04         -   48
  eukarya     BE103               421         440      1   1881      9.20         -   65
  eukarya     BE104               801         842      1   1881     29.98         -   52
  eukarya     BE105               784         825      1   1881     19.85         -   55
  eukarya     BE107               792         833      1   1881     29.98         -   52
  eukarya     BE108              1156        1259      1   1881     14.09         -   57
  eukarya     BE109               734         775      1   1881     14.04         -   48
  eukarya     BE110               730         771      1   1881     14.04         -   48
  eukarya     BE112               729         770      1   1881     14.04         -   48
  eukarya     BE113              1155        1258      1   1881     14.09         -   57
  eukarya     BE114               782         823      1   1881     19.85         -   55
  eukarya     BE115               782         823      1   1881     19.85         -   55
  eukarya     BE116               786         827      1   1881     19.85         -   55
  eukarya     BE117               780         821      1   1881     19.85         -   55
  eukarya     BE118               404         423      1   1881      9.20         -   65
  eukarya     BE120               731         772      1   1881     14.04         -   48
  eukarya     BE121               402         421      1   1881      9.20         -   65
  eukarya     BE122              1156        1259      1   1881     14.09         -   57
  eukarya     BE123              1178        1257      1   1881     14.07         -   59
  eukarya     BE124               773         814      1   1881     13.71         -   48
  eukarya     BE125               734         775      1   1881     14.04         -   48
  eukarya     BE126              1155        1258      1   1881     14.09         -   57
  eukarya     BE127               785         826      1   1881     19.85         -   55
  eukarya     BE128              1155        1258      1   1881     14.09         -   57
  eukarya     BE153               733         774      1   1881     14.04         -   48
  eukarya     BE154               141         189      1   1881     27.18         -   57
  eukarya     BE156               137         185      1   1881     27.18         -   57
  eukarya     BE157               732         773      1   1881     14.04         -   48
  eukarya     BE159               731         772      1   1881     14.04         -   48
  eukarya     BE163                53          94      1   1881     17.40         -   55
  eukarya     BE164               140         188      1   1881     27.18         -   57
  eukarya     BE166               733         774      1   1881     14.04         -   48
  eukarya     BE167               768         809      1   1881     17.40         -   55
  eukarya     BE168               733         774      1   1881     14.04         -   48
  eukarya     BE170               137         185      1   1881     27.18         -   57
  eukarya     BE171               149         197      1   1881     17.83         -   57
  eukarya     BE172               731         772      1   1881     14.04         -   48
  eukarya     BE173               792         833      1   1881     29.98         -   52
  eukarya     BE177              1157        1260      1   1881     14.09         -   57
  eukarya     BE178               137         185      1   1881     27.18         -   57
