# command:    ssu-cmsearch --hmm-cW 1.5 --no-null3 --noalign -T -1 --tab ssu_aln/ssu_aln.1/ssu_aln.1.tab --viterbi /home/be68/anaconda3/share/ssu-align-0.1.1/ssu-align-0p1.cm ssu_aln/seqs_thresh.fasta.1
# date:       Tue Dec 11 15:05:49 2018
# num seqs:   2721
# dbsize(Mb): 1.377332
#
# Pre-search info for CM 1: archaea
#
# rnd  mod  alg  cfg   beta  bit sc cut
# ---  ---  ---  ---  -----  ----------
#   1  hmm  vit  loc      -       -1.00
#
# CM: archaea
#                                    target coord   query coord                         
#                          ----------------------  ------------                         
# model name  target name       start        stop  start   stop    bit sc   E-value  GC%
# ----------  -----------  ----------  ----------  -----  -----  --------  --------  ---
  archaea     ASV18                30         250      1   1508     98.78         -   54
  archaea     ASV18               164         155      1   1508      0.79         -   40
  archaea     ASV19                 8         250      1   1508     81.90         -   57
  archaea     ASV20               184         250      1   1508      5.18         -   57
  archaea     ASV21                30         250      1   1508     96.60         -   55
  archaea     ASV21               164         155      1   1508      0.79         -   40
  archaea     ASV22                27         250      1   1508    104.06         -   58
  archaea     ASV22               144         132      1   1508     -0.63         -   62
  archaea     ASV23                27         250      1   1508     80.72         -   52
  archaea     ASV23               164         155      1   1508      0.79         -   40
  archaea     ASV24                11         250      1   1508     77.44         -   51
  archaea     ASV25                27         250      1   1508    114.40         -   54
  archaea     ASV25               164         155      1   1508      0.79         -   40
  archaea     ASV26                27         250      1   1508    115.40         -   54
  archaea     ASV26               164         129      1   1508     -0.48         -   47
  archaea     ASV27                27         253      1   1508    102.81         -   57
  archaea     ASV28                30         250      1   1508     13.62         -   57
  archaea     ASV29                 1         253      1   1508    245.23         -   56
  archaea     ASV30                 1         253      1   1508    251.49         -   56
  archaea     ASV31                11         250      1   1508     96.46         -   52
  archaea     ASV32                30         250      1   1508      9.77         -   56
  archaea     ASV33                27         253      1   1508    135.43         -   59
  archaea     ASV34                27         250      1   1508    119.97         -   53
  archaea     ASV34               144         129      1   1508      1.30         -   44
  archaea     ASV35                27         250      1   1508     71.84         -   55
  archaea     ASV36                11         253      1   1508    108.49         -   59
  archaea     ASV37                27         250      1   1508    107.58         -   55
  archaea     ASV37               164         155      1   1508      0.79         -   40
  archaea     ASV38                30         253      1   1508    119.97         -   56
  archaea     ASV38               144         132      1   1508     -0.63         -   46
  archaea     ASV39                 8         250      1   1508     78.15         -   55
  archaea     ASV40                27         253      1   1508    136.22         -   57
  archaea     ASV41                30         250      1   1508     93.46         -   57
  archaea     ASV41               164         155      1   1508      0.79         -   40
  archaea     ASV42                27         250      1   1508    115.17         -   56
  archaea     ASV42               164         155      1   1508      0.79         -   40
  archaea     ASV43                27         250      1   1508     96.31         -   51
  archaea     ASV43               144         129      1   1508      1.30         -   44
  archaea     ASV44                30         253      1   1508     73.49         -   56
  archaea     ASV45                 8         250      1   1508     70.33         -   56
  archaea     ASV46                 8         250      1   1508    114.49         -   54
  archaea     ASV47                27         250      1   1508    109.62         -   56
  archaea     ASV47               164         155      1   1508      0.79         -   40
  archaea     ASV48                27         250      1   1508     73.71         -   57
  archaea     ASV49                27         250      1   1508     99.31         -   53
  archaea     ASV49               164         155      1   1508      0.79         -   40
  archaea     ASV50                30         250      1   1508     64.64         -   48
  archaea     ASV51                30         250      1   1508    115.86         -   57
  archaea     ASV51               144         132      1   1508     -0.63         -   46
  archaea     ASV52                27         209      1   1508     92.16         -   54
  archaea     ASV53                11         250      1   1508     78.38         -   47
  archaea     ASV54                27         250      1   1508    113.20         -   61
  archaea     ASV54               144         132      1   1508     -0.63         -   62
  archaea     ASV55                11         250      1   1508     79.26         -   55
  archaea     ASV56                11         250      1   1508     88.49         -   49
  archaea     ASV57                30         253      1   1508    105.38         -   53
  archaea     ASV58                27         250      1   1508     76.08         -   55
  archaea     ASV59                30         250      1   1508    108.36         -   56
  archaea     ASV59               164         155      1   1508      0.79         -   40
  archaea     ASV60                27         250      1   1508     81.48         -   55
  archaea     ASV61                 8         250      1   1508     84.84         -   58
  archaea     ASV62                 8         250      1   1508     75.21         -   56
  archaea     ASV62               213         176      1   1508     -0.82         -   61
  archaea     ASV63                30         250      1   1508     93.54         -   62
  archaea     ASV64                27         250      1   1508    117.77         -   56
  archaea     ASV64               164         155      1   1508      0.79         -   40
  archaea     ASV65                27         250      1   1508     94.30         -   50
  archaea     ASV65               164         155      1   1508      0.79         -   40
  archaea     ASV66                30         250      1   1508     12.15         -   57
  archaea     ASV67                 1         253      1   1508    250.96         -   58
  archaea     ASV68                 8         250      1   1508     99.37         -   59
  archaea     ASV69                27         256      1   1508     52.67         -   47
  archaea     ASV70                27         250      1   1508    112.25         -   56
  archaea     ASV71                30         250      1   1508     62.97         -   53
  archaea     ASV72                30         253      1   1508    115.08         -   56
  archaea     ASV72               144         132      1   1508     -0.63         -   46
  archaea     ASV73                30         250      1   1508    102.13         -   55
  archaea     ASV73               164         155      1   1508      0.79         -   40
  archaea     ASV74                 8         250      1   1508    103.26         -   53
  archaea     ASV75                30         253      1   1508    103.89         -   59
  archaea     ASV75               144         132      1   1508     -0.63         -   46
  archaea     ASV76                27         250      1   1508     81.94         -   51
  archaea     ASV76               164         155      1   1508      0.79         -   40
  archaea     ASV77                27         250      1   1508    106.25         -   56
  archaea     ASV77               164         155      1   1508      0.79         -   40
  archaea     ASV78                 8         250      1   1508     84.02         -   59
  archaea     ASV79                30         253      1   1508     90.53         -   54
  archaea     ASV79               144         132      1   1508     -0.63         -   46
  archaea     ASV80                 8         250      1   1508     76.85         -   60
  archaea     ASV81                 8         250      1   1508     51.71         -   49
  archaea     ASV82                30         250      1   1508     92.34         -   55
  archaea     ASV82               164         155      1   1508      0.79         -   40
  archaea     ASV83                30         250      1   1508    107.32         -   55
  archaea     ASV83               164         155      1   1508      0.79         -   40
  archaea     ASV84                27         209      1   1508     76.97         -   60
  archaea     ASV84                77          67      1   1508      3.83         -   45
  archaea     ASV85                30         250      1   1508    106.04         -   59
  archaea     ASV85               164         155      1   1508      0.79         -   40
  archaea     ASV86                27         250      1   1508    102.68         -   55
  archaea     ASV86               164         155      1   1508      0.79         -   40
  archaea     ASV87                 1         253      1   1508    260.31         -   60
  archaea     ASV88                27         250      1   1508     49.06         -   44
  archaea     ASV89                30         253      1   1508     93.73         -   54
  archaea     ASV89                77          50      1   1508      1.87         -   46
  archaea     ASV90                27         250      1   1508     98.93         -   51
  archaea     ASV90               144         129      1   1508      1.30         -   44
  archaea     ASV91                27         250      1   1508     99.43         -   51
  archaea     ASV92                30         250      1   1508    102.80         -   58
  archaea     ASV92               164         155      1   1508      0.79         -   40
  archaea     ASV93                11         200      1   1508     75.30         -   52
  archaea     ASV94                30         250      1   1508     13.05         -   56
  archaea     ASV95                 1         253      1   1508    242.24         -   55
  archaea     ASV96                10         250      1   1508     88.84         -   54
  archaea     ASV97                 8         250      1   1508     88.78         -   60
  archaea     ASV97                77          66      1   1508      1.53         -   50
  archaea     ASV98                30         253      1   1508    111.90         -   60
  archaea     ASV98               144         132      1   1508     -0.63         -   38
  archaea     ASV99                27         250      1   1508     78.75         -   55
  archaea     ASV100               30         250      1   1508    113.49         -   56
  archaea     ASV100              164         155      1   1508      0.79         -   40
  archaea     ASV101               27         250      1   1508     84.72         -   54
  archaea     ASV102               11         254      1   1508     99.98         -   57
  archaea     ASV103                8         250      1   1508    118.47         -   56
  archaea     ASV104               27         250      1   1508     76.39         -   56
  archaea     ASV104               77          68      1   1508      0.79         -   40
  archaea     ASV105               12         253      1   1508    105.00         -   58
  archaea     ASV106               27         250      1   1508    141.95         -   56
  archaea     ASV106              144         132      1   1508     -0.63         -   46
  archaea     ASV107                8         253      1   1508     94.25         -   70
  archaea     ASV108               27         253      1   1508    136.13         -   60
  archaea     ASV109               27         254      1   1508    100.45         -   57
  archaea     ASV110               27         250      1   1508     71.35         -   52
  archaea     ASV110              164         155      1   1508      0.79         -   40
  archaea     ASV111               30         250      1   1508     90.60         -   54
  archaea     ASV111              164         155      1   1508      0.79         -   40
  archaea     ASV112                8         250      1   1508     63.13         -   57
  archaea     ASV112              144         134      1   1508      1.79         -   55
  archaea     ASV113               27         250      1   1508    113.01         -   56
  archaea     ASV113               65          50      1   1508     -0.34         -   44
  archaea     ASV114               30         250      1   1508    114.58         -   55
  archaea     ASV114              164         155      1   1508      0.79         -   40
  archaea     ASV115               30         250      1   1508     98.10         -   56
  archaea     ASV115              164         155      1   1508      0.79         -   40
  archaea     ASV116               27         253      1   1508    136.82         -   59
  archaea     ASV117               27         254      1   1508    118.95         -   60
  archaea     ASV118               27         253      1   1508    133.51         -   59
  archaea     ASV119               30         249      1   1508     69.22         -   54
  archaea     ASV120               12         253      1   1508    101.07         -   58
  archaea     ASV121               27         250      1   1508    124.52         -   58
  archaea     ASV121              144         132      1   1508     -0.63         -   46
  archaea     ASV122               27         250      1   1508    125.83         -   55
  archaea     ASV123               27         250      1   1508     77.07         -   51
  archaea     ASV123              164         155      1   1508      0.79         -   40
  archaea     ASV124               27         250      1   1508     74.21         -   58
  archaea     ASV125               27         250      1   1508    112.55         -   61
  archaea     ASV125              144         132      1   1508     -0.63         -   62
  archaea     ASV126               27         253      1   1508    158.44         -   60
  archaea     ASV127               11         253      1   1508    105.03         -   59
  archaea     ASV128               27         250      1   1508    119.15         -   56
  archaea     ASV128              164         155      1   1508      0.79         -   40
  archaea     ASV129               11         250      1   1508     86.27         -   55
  archaea     ASV130               27         253      1   1508    136.28         -   61
  archaea     ASV131               28         253      1   1508     71.81         -   61
  archaea     ASV132                1         253      1   1508    242.51         -   56
  archaea     ASV133               27         253      1   1508    117.20         -   56
  archaea     ASV134                8         253      1   1508     86.19         -   56
  archaea     ASV135               27         250      1   1508    103.28         -   55
  archaea     ASV135              164         155      1   1508      0.79         -   40
  archaea     ASV136               30         250      1   1508    108.08         -   56
  archaea     ASV136              164         155      1   1508      0.79         -   40
  archaea     ASV137               27         253      1   1508    134.29         -   60
  archaea     ASV138               27         250      1   1508     76.58         -   52
  archaea     ASV139               27         250      1   1508    104.79         -   62
  archaea     ASV139              144         132      1   1508     -0.63         -   62
  archaea     ASV140               27         250      1   1508     68.55         -   58
  archaea     ASV141               11         253      1   1508    125.86         -   69
  archaea     ASV142                8         250      1   1508     98.21         -   61
  archaea     ASV142               77          66      1   1508      1.53         -   50
  archaea     ASV143                8         250      1   1508     73.95         -   58
  archaea     ASV144               30         250      1   1508     55.68         -   47
  archaea     ASV144              144         130      1   1508     -0.60         -   60
  archaea     ASV145               12         250      1   1508    119.60         -   62
  archaea     ASV146               27         250      1   1508     72.74         -   54
  archaea     ASV147               27         250      1   1508     78.06         -   57
  archaea     ASV147               77          68      1   1508      0.79         -   40
  archaea     ASV148               27         253      1   1508    154.95         -   60
  archaea     ASV149                1         253      1   1508    251.49         -   56
  archaea     ASV150               27         250      1   1508     87.07         -   51
  archaea     ASV150              164         155      1   1508      0.79         -   40
  archaea     ASV151               27         250      1   1508    108.87         -   55
  archaea     ASV152                8         250      1   1508     68.69         -   51
  archaea     ASV153                8         250      1   1508    109.83         -   53
  archaea     ASV154               11         250      1   1508     56.27         -   48
  archaea     ASV155               27         253      1   1508    134.18         -   59
  archaea     ASV156               27         250      1   1508     81.54         -   56
  archaea     ASV157               27         250      1   1508    127.16         -   58
  archaea     ASV157              164         155      1   1508      0.79         -   40
  archaea     ASV158                2         253      1   1508    192.83         -   51
  archaea     ASV158               32          21      1   1508      1.07         -   33
  archaea     ASV159               27         250      1   1508    102.22         -   55
  archaea     ASV159              164         155      1   1508      0.79         -   40
  archaea     ASV160               27         253      1   1508     97.83         -   55
  archaea     ASV161                8         250      1   1508     55.13         -   54
  archaea     ASV162               27         250      1   1508     61.21         -   51
  archaea     ASV162              164         155      1   1508      0.79         -   40
  archaea     ASV163               30         250      1   1508     63.33         -   45
  archaea     ASV164               30         250      1   1508    131.97         -   58
  archaea     ASV164              190         176      1   1508      1.23         -   47
  archaea     ASV165               30         250      1   1508    102.51         -   56
  archaea     ASV165              164         155      1   1508      0.79         -   40
  archaea     ASV166               30         250      1   1508      8.44         -   55
  archaea     ASV167               27         254      1   1508    107.11         -   57
  archaea     ASV168                8         250      1   1508    103.49         -   55
  archaea     ASV169               27         250      1   1508     77.50         -   54
  archaea     ASV170                8         250      1   1508    101.76         -   57
  archaea     ASV170              144         132      1   1508      1.41         -   62
  archaea     ASV171               27         250      1   1508    110.37         -   53
  archaea     ASV172               27         250      1   1508     70.26         -   58
  archaea     ASV173               30         250      1   1508     72.19         -   52
  archaea     ASV173               65          50      1   1508     -0.34         -   50
  archaea     ASV174               27         209      1   1508     85.91         -   56
  archaea     ASV175               30         250      1   1508    128.02         -   58
  archaea     ASV175               77          67      1   1508      3.83         -   45
  archaea     ASV176               30         250      1   1508     98.32         -   54
  archaea     ASV176              164         155      1   1508      0.79         -   40
  archaea     ASV177                8         250      1   1508    116.63         -   54
  archaea     ASV178               27         250      1   1508     70.58         -   51
  archaea     ASV179               11         253      1   1508    110.21         -   60
  archaea     ASV180               27         250      1   1508     63.57         -   50
  archaea     ASV180              164         155      1   1508      0.79         -   40
  archaea     ASV181               27         250      1   1508     77.33         -   57
  archaea     ASV182                8         252      1   1508     91.89         -   62
  archaea     ASV183               30         250      1   1508     97.94         -   56
  archaea     ASV184                8         250      1   1508    110.16         -   53
  archaea     ASV185               30         250      1   1508     98.65         -   54
  archaea     ASV185              164         155      1   1508      0.79         -   40
  archaea     ASV186                8         250      1   1508     59.26         -   56
  archaea     ASV187               27         250      1   1508     76.99         -   55
  archaea     ASV188               30         253      1   1508     66.90         -   56
  archaea     ASV188              190         176      1   1508      1.23         -   47
  archaea     ASV189                8         250      1   1508     72.30         -   60
  archaea     ASV190                8         250      1   1508    108.77         -   56
  archaea     ASV191               27         253      1   1508    135.49         -   56
  archaea     ASV192               27         253      1   1508    141.73         -   57
  archaea     ASV193               27         250      1   1508     82.64         -   54
  archaea     ASV194               27         250      1   1508    104.13         -   54
  archaea     ASV194              164         155      1   1508      0.79         -   40
  archaea     ASV195               30         250      1   1508     89.28         -   56
  archaea     ASV196                8         250      1   1508     80.42         -   56
  archaea     ASV196              144         132      1   1508     -0.63         -   46
  archaea     ASV197                1         253      1   1508    240.99         -   58
  archaea     ASV198                8         250      1   1508     72.50         -   61
  archaea     ASV199               27         250      1   1508     75.37         -   51
  archaea     ASV200               12         253      1   1508    104.90         -   58
  archaea     ASV201               27         253      1   1508    130.03         -   59
  archaea     ASV202               27         250      1   1508    111.06         -   56
  archaea     ASV202              164         155      1   1508      0.79         -   40
  archaea     ASV203                8         250      1   1508     68.41         -   56
  archaea     ASV204                8         250      1   1508     92.48         -   57
  archaea     ASV205               11         250      1   1508    116.31         -   57
  archaea     ASV205              144         132      1   1508     -0.63         -   46
  archaea     ASV206               27         253      1   1508    109.89         -   58
  archaea     ASV206              144         132      1   1508     -0.63         -   46
  archaea     ASV207               30         253      1   1508    111.06         -   62
  archaea     ASV207               77           4      1   1508      0.64         -   61
  archaea     ASV208                8         250      1   1508     84.68         -   59
  archaea     ASV209               27         253      1   1508    130.70         -   58
  archaea     ASV210                8         250      1   1508     62.16         -   56
  archaea     ASV211               10         250      1   1508     77.47         -   52
  archaea     ASV211               77          50      1   1508     -0.19         -   46
  archaea     ASV212               30         250      1   1508     64.53         -   45
  archaea     ASV213                8         250      1   1508     44.46         -   58
  archaea     ASV213              144         134      1   1508      1.79         -   55
  archaea     ASV214              128         248      1   1508     26.75         -   56
  archaea     ASV214              142         130      1   1508     -0.63         -   46
  archaea     ASV215               30         250      1   1508    109.90         -   61
  archaea     ASV216                8         250      1   1508     89.41         -   58
  archaea     ASV217                8         250      1   1508     89.36         -   58
  archaea     ASV218               11         253      1   1508    134.78         -   60
  archaea     ASV219                8         250      1   1508     55.41         -   57
  archaea     ASV219              144         134      1   1508      1.79         -   55
  archaea     ASV220                8         250      1   1508     74.33         -   62
  archaea     ASV221               30         253      1   1508    109.56         -   55
  archaea     ASV222               30         250      1   1508     85.90         -   54
  archaea     ASV222              164         155      1   1508      0.79         -   40
  archaea     ASV223               27         253      1   1508    150.71         -   59
  archaea     ASV224               27         250      1   1508     71.03         -   52
  archaea     ASV224              184         176      1   1508      1.76         -   44
  archaea     ASV225               30         250      1   1508     99.30         -   55
  archaea     ASV226               11         253      1   1508    133.22         -   59
  archaea     ASV227               28         253      1   1508     40.33         -   63
  archaea     ASV228               30         250      1   1508    100.55         -   56
  archaea     ASV228              164         155      1   1508      0.79         -   40
  archaea     ASV229               30         250      1   1508     92.39         -   56
  archaea     ASV230               27         250      1   1508    153.51         -   57
  archaea     ASV230              144         131      1   1508      0.43         -   50
  archaea     ASV231               27         250      1   1508    111.35         -   54
  archaea     ASV231              164         155      1   1508      0.79         -   40
  archaea     ASV232               27         253      1   1508    106.59         -   59
  archaea     ASV232              144         132      1   1508     -0.63         -   46
  archaea     ASV233               27         250      1   1508    108.02         -   53
  archaea     ASV233              144         129      1   1508      1.30         -   44
  archaea     ASV234                8         250      1   1508     95.90         -   58
  archaea     ASV235               11         250      1   1508     96.24         -   53
  archaea     ASV236               30         250      1   1508    106.04         -   56
  archaea     ASV236               98          67      1   1508      1.96         -   59
  archaea     ASV237               27         254      1   1508    113.34         -   58
  archaea     ASV238               30         253      1   1508     68.92         -   54
  archaea     ASV239               30         250      1   1508    137.93         -   59
  archaea     ASV240                8         251      1   1508    114.23         -   60
  archaea     ASV241               27         253      1   1508    112.52         -   59
  archaea     ASV241              144         132      1   1508     -0.63         -   46
  archaea     ASV242               27         251      1   1508     69.83         -   54
  archaea     ASV242              165         156      1   1508      0.79         -   40
  archaea     ASV243               30         253      1   1508    107.51         -   60
  archaea     ASV243              144         132      1   1508     -0.63         -   46
  archaea     ASV244               30         250      1   1508    118.90         -   57
  archaea     ASV245                8         250      1   1508     99.18         -   59
  archaea     ASV246               11         250      1   1508    122.72         -   58
  archaea     ASV246              139         132      1   1508     -0.19         -   38
  archaea     ASV247               27         250      1   1508    124.81         -   55
  archaea     ASV247              144         129      1   1508      1.30         -   44
  archaea     ASV248               27         250      1   1508    125.18         -   56
  archaea     ASV249                8         250      1   1508     69.53         -   55
  archaea     ASV249              184         176      1   1508      1.76         -   44
  archaea     ASV250                8         250      1   1508     60.31         -   57
  archaea     ASV250              144         134      1   1508      1.79         -   55
  archaea     ASV251               30         253      1   1508    135.73         -   55
  archaea     ASV252               11         250      1   1508     93.91         -   58
  archaea     ASV253                1         253      1   1508    250.88         -   58
  archaea     ASV254                8         250      1   1508     65.63         -   58
  archaea     ASV254              144         134      1   1508      1.79         -   55
  archaea     ASV255               27         253      1   1508    122.22         -   57
  archaea     ASV256               27         250      1   1508    113.81         -   57
  archaea     ASV257               30         253      1   1508    102.79         -   58
  archaea     ASV258                8         250      1   1508     79.82         -   49
  archaea     ASV259               30         253      1   1508    116.51         -   60
  archaea     ASV260               27         253      1   1508    112.20         -   58
  archaea     ASV260              144         132      1   1508     -0.63         -   46
  archaea     ASV261               27         250      1   1508     62.85         -   57
  archaea     ASV261               77          50      1   1508      1.16         -   43
  archaea     ASV262                8         250      1   1508     64.33         -   57
  archaea     ASV262              144         134      1   1508      1.79         -   55
  archaea     ASV263               27         250      1   1508     68.20         -   57
  archaea     ASV264               30         253      1   1508    106.72         -   60
  archaea     ASV264              144         132      1   1508     -0.63         -   46
  archaea     ASV265               30         250      1   1508     53.34         -   54
  archaea     ASV266                8         250      1   1508     93.28         -   59
  archaea     ASV267               27         253      1   1508    131.73         -   56
  archaea     ASV268               27         253      1   1508    131.65         -   60
  archaea     ASV269               28         253      1   1508     96.23         -   57
  archaea     ASV270                8         250      1   1508     88.76         -   58
  archaea     ASV271               27         250      1   1508     99.52         -   56
  archaea     ASV271              164         155      1   1508      0.79         -   40
  archaea     ASV272               30         250      1   1508    104.75         -   56
  archaea     ASV272              164         155      1   1508      0.79         -   40
  archaea     ASV273               27         251      1   1508    109.04         -   58
  archaea     ASV274               27         253      1   1508    125.71         -   57
  archaea     ASV275               11         251      1   1508    108.82         -   55
  archaea     ASV276                8         250      1   1508     77.46         -   48
  archaea     ASV277               27         250      1   1508     88.79         -   55
  archaea     ASV277              164         155      1   1508      0.79         -   40
  archaea     ASV278                8         250      1   1508     69.00         -   61
  archaea     ASV279                8         251      1   1508     88.87         -   54
  archaea     ASV280               30         253      1   1508    103.29         -   59
  archaea     ASV281               30         250      1   1508     64.68         -   47
  archaea     ASV281              144         130      1   1508      3.48         -   60
  archaea     ASV282               27         250      1   1508    151.92         -   58
  archaea     ASV283               27         250      1   1508     85.57         -   52
  archaea     ASV284               27         250      1   1508     76.44         -   54
  archaea     ASV285               11         250      1   1508    113.97         -   55
  archaea     ASV285              144         132      1   1508     -0.63         -   46
  archaea     ASV286               27         253      1   1508    128.01         -   55
  archaea     ASV287                8         250      1   1508     62.91         -   57
  archaea     ASV288               27         253      1   1508    128.23         -   56
  archaea     ASV289               27         250      1   1508     56.38         -   58
  archaea     ASV290               27         253      1   1508    132.97         -   59
  archaea     ASV291               30         253      1   1508     97.61         -   55
  archaea     ASV291              144         132      1   1508     -0.63         -   46
  archaea     ASV292               11         253      1   1508    113.14         -   58
  archaea     ASV293               27         202      1   1508     64.31         -   55
  archaea     ASV294               27         253      1   1508    136.34         -   57
  archaea     ASV296               27         250      1   1508     85.29         -   50
  archaea     ASV297               30         250      1   1508    104.07         -   57
  archaea     ASV297              164         155      1   1508      0.79         -   40
  archaea     ASV298                8         250      1   1508     71.87         -   50
  archaea     ASV299               27         250      1   1508    112.14         -   61
  archaea     ASV299              144         132      1   1508     -0.63         -   62
  archaea     ASV300                1         253      1   1508    260.08         -   58
  archaea     ASV301               27         254      1   1508    110.67         -   59
  archaea     ASV302               11         249      1   1508     88.96         -   56
  archaea     ASV302              143         131      1   1508     -0.63         -   46
  archaea     ASV303               27         253      1   1508     99.42         -   52
  archaea     ASV304               30         253      1   1508    116.35         -   55
  archaea     ASV304              144         132      1   1508     -0.63         -   46
  archaea     ASV305               11         251      1   1508    118.85         -   59
  archaea     ASV306               27         250      1   1508     73.79         -   54
  archaea     ASV307                8         251      1   1508     52.44         -   56
  archaea     ASV307              145         135      1   1508      1.79         -   55
  archaea     ASV308               27         250      1   1508    106.15         -   55
  archaea     ASV308              164         155      1   1508      0.79         -   40
  archaea     ASV309               30         250      1   1508    133.21         -   55
  archaea     ASV309               77          67      1   1508      3.83         -   45
  archaea     ASV310               10         253      1   1508     71.67         -   55
  archaea     ASV311               30         250      1   1508    118.27         -   57
  archaea     ASV313               30         253      1   1508     94.19         -   54
  archaea     ASV313              144         132      1   1508     -0.63         -   46
  archaea     ASV314                8         250      1   1508    124.01         -   61
  archaea     ASV315               30         250      1   1508    120.83         -   57
  archaea     ASV316                8         250      1   1508     62.58         -   56
  archaea     ASV317               27         253      1   1508    134.58         -   60
  archaea     ASV318                8         250      1   1508     90.99         -   58
  archaea     ASV319               27         250      1   1508     79.25         -   56
  archaea     ASV319              164         155      1   1508      0.79         -   40
  archaea     ASV320               27         254      1   1508    113.03         -   60
  archaea     ASV321               11         250      1   1508     98.37         -   55
  archaea     ASV321              144         132      1   1508     -0.63         -   46
  archaea     ASV322               27         250      1   1508    125.65         -   52
  archaea     ASV322              164         155      1   1508      0.79         -   40
  archaea     ASV323               30         250      1   1508     51.60         -   45
  archaea     ASV323              144         130      1   1508     -0.60         -   60
  archaea     ASV324               27         253      1   1508    131.01         -   57
  archaea     ASV325               30         250      1   1508    116.12         -   55
  archaea     ASV325              164         155      1   1508      0.79         -   40
  archaea     ASV326               30         253      1   1508    105.85         -   58
  archaea     ASV326              215         176      1   1508     -1.00         -   63
  archaea     ASV327               11         251      1   1508    124.16         -   59
  archaea     ASV327              145         133      1   1508     -0.63         -   46
  archaea     ASV328               11         250      1   1508     84.43         -   48
  archaea     ASV329               11         253      1   1508     61.33         -   63
  archaea     ASV330               11         253      1   1508    107.61         -   60
  archaea     ASV331               27         250      1   1508     84.54         -   56
  archaea     ASV332               27         250      1   1508    107.22         -   55
  archaea     ASV332              164         155      1   1508      0.79         -   40
  archaea     ASV333               30         250      1   1508     96.50         -   57
  archaea     ASV334               11         250      1   1508    103.56         -   58
  archaea     ASV334              144         132      1   1508     -0.63         -   46
  archaea     ASV335               30         250      1   1508     73.84         -   56
  archaea     ASV335              164         155      1   1508      0.79         -   40
  archaea     ASV336               30         250      1   1508    117.68         -   57
  archaea     ASV337               27         253      1   1508    115.86         -   52
  archaea     ASV338               27         250      1   1508    124.20         -   56
  archaea     ASV338              144         129      1   1508      1.30         -   44
  archaea     ASV339               27         250      1   1508     78.31         -   57
  archaea     ASV339              164         155      1   1508      0.79         -   40
  archaea     ASV340               27         254      1   1508    112.29         -   60
  archaea     ASV341               30         250      1   1508    101.05         -   58
  archaea     ASV341              164         155      1   1508      0.79         -   40
  archaea     ASV342               30         250      1   1508    117.42         -   60
  archaea     ASV344               30         250      1   1508     63.38         -   46
  archaea     ASV344              144         130      1   1508     -0.60         -   53
  archaea     ASV345               27         253      1   1508    124.65         -   55
  archaea     ASV346               27         250      1   1508    123.48         -   54
  archaea     ASV346              164         155      1   1508      0.79         -   40
  archaea     ASV347                8         250      1   1508     87.25         -   62
  archaea     ASV348                8         250      1   1508     94.03         -   63
  archaea     ASV349               27         250      1   1508    117.73         -   55
  archaea     ASV349              164         155      1   1508      0.79         -   40
  archaea     ASV350               27         250      1   1508    100.83         -   52
  archaea     ASV350              144         129      1   1508      1.30         -   44
  archaea     ASV351               30         253      1   1508    108.50         -   57
  archaea     ASV351              215         176      1   1508     -1.00         -   60
  archaea     ASV352               27         250      1   1508    110.56         -   55
  archaea     ASV352              164         155      1   1508      0.79         -   40
  archaea     ASV353                8         250      1   1508     71.67         -   56
