# command:    ssu-cmsearch --hmm-cW 1.5 --no-null3 --noalign -T -1 --tab ssu_aln/ssu_aln.1/ssu_aln.1.tab --viterbi /home/be68/anaconda3/share/ssu-align-0.1.1/ssu-align-0p1.cm ssu_aln/DADA2seqs.fasta.1
# date:       Fri Oct  5 13:25:03 2018
# num seqs:   3959
# dbsize(Mb): 2.004190
#
# Pre-search info for CM 1: archaea
#
# rnd  mod  alg  cfg   beta  bit sc cut
# ---  ---  ---  ---  -----  ----------
#   1  hmm  vit  loc      -       -1.00
#
# CM: archaea
#                                    target coord   query coord                         
#                          ----------------------  ------------                         
# model name  target name       start        stop  start   stop    bit sc   E-value  GC%
# ----------  -----------  ----------  ----------  -----  -----  --------  --------  ---
  archaea     ASV39                30         250      1   1508      8.44         -   55
  archaea     ASV40                 8         250      1   1508     94.99         -   58
  archaea     ASV41                 8         250      1   1508     88.76         -   58
  archaea     ASV42                27         250      1   1508     85.02         -   54
  archaea     ASV43               184         250      1   1508      5.18         -   57
  archaea     ASV44                27         253      1   1508    100.84         -   54
  archaea     ASV45                 1         253      1   1508    242.51         -   56
  archaea     ASV46                30         250      1   1508     98.78         -   54
  archaea     ASV46               164         155      1   1508      0.79         -   40
  archaea     ASV47                30         250      1   1508     42.99         -   45
  archaea     ASV47               144         130      1   1508     -0.60         -   53
  archaea     ASV48                27         250      1   1508     73.05         -   55
  archaea     ASV48                77          68      1   1508      0.79         -   40
  archaea     ASV49                 8         250      1   1508     63.97         -   49
  archaea     ASV50                27         250      1   1508     96.31         -   51
  archaea     ASV50               144         129      1   1508      1.30         -   44
  archaea     ASV51                 1         253      1   1508    251.49         -   56
  archaea     ASV52                27         250      1   1508     49.06         -   44
  archaea     ASV53                27         250      1   1508     62.34         -   54
  archaea     ASV53               164         155      1   1508      0.79         -   40
  archaea     ASV54                 8         250      1   1508    110.16         -   53
  archaea     ASV55                 8         250      1   1508     70.61         -   48
  archaea     ASV56                27         250      1   1508     92.27         -   53
  archaea     ASV56               164         155      1   1508      0.79         -   40
  archaea     ASV57                11         250      1   1508     96.46         -   52
  archaea     ASV58                27         253      1   1508    111.91         -   55
  archaea     ASV59                27         250      1   1508     86.89         -   55
  archaea     ASV60                30         250      1   1508     96.60         -   55
  archaea     ASV60               164         155      1   1508      0.79         -   40
  archaea     ASV61                 8         250      1   1508    114.49         -   54
  archaea     ASV62                 8         250      1   1508    105.82         -   52
  archaea     ASV63                30         250      1   1508    102.27         -   55
  archaea     ASV63               164         155      1   1508      0.79         -   40
  archaea     ASV64                27         250      1   1508    112.25         -   55
  archaea     ASV64               164         155      1   1508      0.79         -   40
  archaea     ASV65                30         250      1   1508     86.48         -   57
  archaea     ASV65               164         155      1   1508      0.79         -   40
  archaea     ASV66                27         253      1   1508    128.01         -   55
  archaea     ASV67                 8         250      1   1508     51.61         -   53
  archaea     ASV68                 8         250      1   1508     71.42         -   55
  archaea     ASV69                 8         250      1   1508     89.36         -   58
  archaea     ASV70                27         250      1   1508     95.04         -   51
  archaea     ASV70               144         129      1   1508      1.30         -   44
  archaea     ASV71                 8         250      1   1508     84.92         -   56
  archaea     ASV72                30         250      1   1508     16.62         -   54
  archaea     ASV72               164         146      1   1508      1.08         -   58
  archaea     ASV73                27         250      1   1508    100.89         -   53
  archaea     ASV74                27         250      1   1508     71.75         -   45
  archaea     ASV75                 8         250      1   1508     92.03         -   51
  archaea     ASV76                11         253      1   1508    108.49         -   59
  archaea     ASV77                30         250      1   1508     89.26         -   55
  archaea     ASV77               164         155      1   1508      0.79         -   40
  archaea     ASV78                27         250      1   1508     73.71         -   57
  archaea     ASV79                27         250      1   1508     99.88         -   52
  archaea     ASV80                11         250      1   1508     78.38         -   47
  archaea     ASV81                30         253      1   1508     80.42         -   54
  archaea     ASV81               144         129      1   1508      1.30         -   38
  archaea     ASV82                27         250      1   1508     44.04         -   46
  archaea     ASV83                29         250      1   1508     91.23         -   56
  archaea     ASV83               164         155      1   1508      0.79         -   40
  archaea     ASV84                11         250      1   1508     66.94         -   48
  archaea     ASV85                27         250      1   1508    113.53         -   56
  archaea     ASV85               164         155      1   1508      0.79         -   40
  archaea     ASV86                27         250      1   1508     72.64         -   56
  archaea     ASV87                 8         250      1   1508     90.59         -   51
  archaea     ASV88                27         250      1   1508     96.52         -   52
  archaea     ASV89                30         250      1   1508     50.69         -   48
  archaea     ASV89               144         130      1   1508     -0.60         -   53
  archaea     ASV90                11         250      1   1508     57.48         -   48
  archaea     ASV91                27         250      1   1508     87.24         -   48
  archaea     ASV92                27         250      1   1508     72.79         -   46
  archaea     ASV93                27         250      1   1508    102.22         -   55
  archaea     ASV93               164         155      1   1508      0.79         -   40
  archaea     ASV94                27         250      1   1508     63.57         -   50
  archaea     ASV94               164         155      1   1508      0.79         -   40
  archaea     ASV95                27         202      1   1508     64.31         -   55
  archaea     ASV96                 8         250      1   1508    117.03         -   57
  archaea     ASV97                27         250      1   1508    121.56         -   54
  archaea     ASV98                27         254      1   1508     47.57         -   43
  archaea     ASV98               162         153      1   1508      0.79         -   40
  archaea     ASV99                27         250      1   1508     99.43         -   51
  archaea     ASV100               30         253      1   1508    124.93         -   65
  archaea     ASV101               11         250      1   1508     73.48         -   50
  archaea     ASV102               27         250      1   1508     70.26         -   58
  archaea     ASV103               27         250      1   1508    127.98         -   54
  archaea     ASV103              164         155      1   1508      0.79         -   40
  archaea     ASV104                1         253      1   1508    242.24         -   55
  archaea     ASV105                1         253      1   1508    245.23         -   56
  archaea     ASV106               30         250      1   1508     17.39         -   54
  archaea     ASV107               27         250      1   1508     68.20         -   57
  archaea     ASV108                8         250      1   1508     70.07         -   58
  archaea     ASV109               11         250      1   1508     53.62         -   47
  archaea     ASV110                8         250      1   1508    103.26         -   53
  archaea     ASV111               11         250      1   1508     75.48         -   49
  archaea     ASV112               30         249      1   1508     59.17         -   53
  archaea     ASV113               30         250      1   1508     64.11         -   48
  archaea     ASV113              144         130      1   1508     -0.60         -   53
  archaea     ASV114                8         250      1   1508     78.15         -   55
  archaea     ASV115               27         250      1   1508    119.97         -   53
  archaea     ASV115              144         129      1   1508      1.30         -   44
  archaea     ASV116               30         250      1   1508     62.46         -   45
  archaea     ASV117               11         250      1   1508     89.02         -   52
  archaea     ASV118                8         166      1   1508     32.45         -   47
  archaea     ASV119               11         249      1   1508    128.04         -   52
  archaea     ASV120               27         250      1   1508     66.21         -   51
  archaea     ASV121               30         250      1   1508    113.49         -   56
  archaea     ASV121              164         155      1   1508      0.79         -   40
  archaea     ASV122               27         250      1   1508    103.80         -   52
  archaea     ASV123               27         250      1   1508     93.16         -   55
  archaea     ASV123              164         155      1   1508      0.79         -   40
  archaea     ASV124               27         250      1   1508     72.09         -   52
  archaea     ASV124              164         155      1   1508      0.79         -   40
  archaea     ASV125               27         250      1   1508     73.60         -   56
  archaea     ASV126               27         250      1   1508    121.11         -   56
  archaea     ASV127               27         250      1   1508    122.77         -   51
  archaea     ASV128               27         250      1   1508     77.50         -   54
  archaea     ASV129               30         250      1   1508     18.59         -   57
  archaea     ASV129              164         146      1   1508      1.08         -   58
  archaea     ASV130               27         250      1   1508    104.06         -   58
  archaea     ASV130              144         132      1   1508     -0.63         -   62
  archaea     ASV131               30         250      1   1508    100.55         -   56
  archaea     ASV131              164         155      1   1508      0.79         -   40
  archaea     ASV132               29         250      1   1508     91.55         -   56
  archaea     ASV132              164         155      1   1508      0.79         -   40
  archaea     ASV133                1         253      1   1508    240.45         -   57
  archaea     ASV134               11         250      1   1508     56.27         -   48
  archaea     ASV135               11         250      1   1508     75.61         -   48
  archaea     ASV136               27         250      1   1508    116.26         -   55
  archaea     ASV136              144         129      1   1508      1.30         -   44
  archaea     ASV137               27         250      1   1508    101.85         -   53
  archaea     ASV138               30         249      1   1508    117.76         -   55
  archaea     ASV138              144         131      1   1508      0.43         -   50
  archaea     ASV139               11         254      1   1508    109.41         -   59
  archaea     ASV140               27         250      1   1508     73.69         -   52
  archaea     ASV141               11         250      1   1508    103.04         -   52
  archaea     ASV142               27         250      1   1508     83.15         -   52
  archaea     ASV142              164         155      1   1508      0.79         -   40
  archaea     ASV143                8         250      1   1508     98.21         -   61
  archaea     ASV143               77          66      1   1508      1.53         -   50
  archaea     ASV144               27         209      1   1508     92.16         -   54
  archaea     ASV145               30         250      1   1508     51.07         -   51
  archaea     ASV146               27         250      1   1508    115.64         -   55
  archaea     ASV146              164         155      1   1508      0.79         -   40
  archaea     ASV147                2         253      1   1508    192.83         -   51
  archaea     ASV147               32          21      1   1508      1.07         -   33
  archaea     ASV148               27         250      1   1508     55.27         -   54
  archaea     ASV149               30         250      1   1508    115.86         -   57
  archaea     ASV149              144         132      1   1508     -0.63         -   46
  archaea     ASV150                8         250      1   1508     83.69         -   53
  archaea     ASV151               30         251      1   1508     63.13         -   55
  archaea     ASV152               30         250      1   1508     51.37         -   47
  archaea     ASV152              144         130      1   1508     -0.60         -   53
  archaea     ASV153               27         250      1   1508     79.99         -   52
  archaea     ASV154               27         210      1   1508     93.79         -   57
  archaea     ASV154              164         155      1   1508      0.79         -   40
  archaea     ASV155               30         250      1   1508     14.10         -   57
  archaea     ASV156              184         250      1   1508      6.49         -   57
  archaea     ASV157               27         250      1   1508     76.66         -   53
  archaea     ASV158               11         250      1   1508     88.49         -   49
  archaea     ASV159                8         250      1   1508    101.92         -   59
  archaea     ASV160                8         250      1   1508     95.25         -   52
  archaea     ASV161               30         250      1   1508    101.05         -   58
  archaea     ASV161              164         155      1   1508      0.79         -   40
  archaea     ASV162               27         250      1   1508    106.25         -   56
  archaea     ASV162              164         155      1   1508      0.79         -   40
  archaea     ASV163               27         250      1   1508     86.99         -   55
  archaea     ASV163              164         155      1   1508      0.79         -   40
  archaea     ASV164               30         250      1   1508      7.69         -   54
  archaea     ASV164              164         146      1   1508      1.08         -   58
  archaea     ASV165               27         250      1   1508    111.40         -   54
  archaea     ASV166                8         250      1   1508    103.49         -   55
  archaea     ASV167               27         250      1   1508    118.20         -   55
  archaea     ASV168               27         253      1   1508    130.70         -   58
  archaea     ASV169               11         250      1   1508     43.57         -   45
  archaea     ASV170               27         250      1   1508     93.28         -   53
  archaea     ASV170              164         155      1   1508      0.79         -   40
  archaea     ASV171               28         250      1   1508     50.08         -   61
  archaea     ASV172               11         250      1   1508     39.80         -   49
  archaea     ASV173               27         250      1   1508    103.28         -   55
  archaea     ASV173              164         155      1   1508      0.79         -   40
  archaea     ASV174                8         250      1   1508     84.84         -   58
  archaea     ASV175               27         250      1   1508     83.09         -   53
  archaea     ASV175              164         155      1   1508      0.79         -   40
  archaea     ASV176               30         250      1   1508     92.34         -   55
  archaea     ASV176              164         155      1   1508      0.79         -   40
  archaea     ASV177               28         253      1   1508     48.58         -   65
  archaea     ASV178               30         250      1   1508     98.32         -   54
  archaea     ASV178              164         155      1   1508      0.79         -   40
  archaea     ASV179               30         250      1   1508     93.46         -   57
  archaea     ASV179              164         155      1   1508      0.79         -   40
  archaea     ASV180               27         250      1   1508    105.75         -   57
  archaea     ASV180              164         155      1   1508      0.79         -   40
  archaea     ASV181               11         250      1   1508     90.89         -   50
  archaea     ASV182               27         250      1   1508    100.44         -   52
  archaea     ASV183               11         250      1   1508     81.51         -   48
  archaea     ASV184               27         250      1   1508     81.94         -   51
  archaea     ASV184              164         155      1   1508      0.79         -   40
  archaea     ASV185               27         256      1   1508     43.91         -   48
  archaea     ASV186               27         250      1   1508    100.91         -   57
  archaea     ASV186              164         155      1   1508      0.79         -   40
  archaea     ASV187               11         253      1   1508    121.44         -   54
  archaea     ASV188               30         250      1   1508    130.88         -   58
  archaea     ASV188              190         176      1   1508      1.23         -   47
  archaea     ASV189                8         250      1   1508     65.80         -   57
  archaea     ASV190                1         253      1   1508    240.99         -   58
  archaea     ASV191                8         250      1   1508     72.85         -   61
  archaea     ASV192               30         253      1   1508    115.08         -   56
  archaea     ASV192              144         132      1   1508     -0.63         -   46
  archaea     ASV193               27         250      1   1508     76.58         -   52
  archaea     ASV194               11         250      1   1508     98.44         -   56
  archaea     ASV195                8         250      1   1508     72.21         -   56
  archaea     ASV195               77          68      1   1508      0.79         -   40
  archaea     ASV196               27         250      1   1508     50.46         -   54
  archaea     ASV197                1         253      1   1508    260.08         -   58
  archaea     ASV198               27         250      1   1508    115.76         -   56
  archaea     ASV198              164         155      1   1508      0.79         -   40
  archaea     ASV199               30         253      1   1508    113.84         -   56
  archaea     ASV200               27         250      1   1508    100.83         -   52
  archaea     ASV200              144         129      1   1508      1.30         -   44
  archaea     ASV201               27         250      1   1508    110.49         -   53
  archaea     ASV201              164         129      1   1508     -0.48         -   47
  archaea     ASV202               11         251      1   1508     97.71         -   56
  archaea     ASV203               27         250      1   1508     83.40         -   52
  archaea     ASV204               27         250      1   1508     86.72         -   58
  archaea     ASV204              164         155      1   1508      0.79         -   40
  archaea     ASV205               27         250      1   1508    100.89         -   53
  archaea     ASV206               27         250      1   1508     68.55         -   58
  archaea     ASV207               30         250      1   1508      9.77         -   56
  archaea     ASV208                8         250      1   1508    102.71         -   59
  archaea     ASV209               30         250      1   1508     10.95         -   56
  archaea     ASV210               27         250      1   1508    107.00         -   54
  archaea     ASV210              164         129      1   1508     -0.48         -   47
  archaea     ASV211               30         253      1   1508    111.90         -   60
  archaea     ASV211              144         132      1   1508     -0.63         -   38
  archaea     ASV212               27         250      1   1508     78.75         -   55
  archaea     ASV213               27         253      1   1508    131.65         -   60
  archaea     ASV214               30         203      1   1508     76.78         -   47
  archaea     ASV215               30         250      1   1508    128.33         -   57
  archaea     ASV215              190         176      1   1508      1.23         -   47
  archaea     ASV216               30         250      1   1508     93.50         -   53
  archaea     ASV216              164         155      1   1508      0.79         -   40
  archaea     ASV217               30         250      1   1508    107.32         -   55
  archaea     ASV217              164         155      1   1508      0.79         -   40
  archaea     ASV218                8         250      1   1508     99.37         -   59
  archaea     ASV219                8         166      1   1508     21.73         -   53
  archaea     ASV220                8         251      1   1508    111.06         -   59
  archaea     ASV221                8         250      1   1508    102.68         -   53
  archaea     ASV222                1         253      1   1508    247.79         -   56
  archaea     ASV223                1         253      1   1508    243.87         -   56
  archaea     ASV224               11         208      1   1508     68.47         -   49
  archaea     ASV225               27         250      1   1508     71.35         -   52
  archaea     ASV225              164         155      1   1508      0.79         -   40
  archaea     ASV226               27         250      1   1508    124.81         -   55
  archaea     ASV226              144         129      1   1508      1.30         -   44
  archaea     ASV227               30         250      1   1508     65.18         -   47
  archaea     ASV228               11         250      1   1508     96.00         -   53
  archaea     ASV229                8         250      1   1508     69.53         -   55
  archaea     ASV229              184         176      1   1508      1.76         -   44
  archaea     ASV230               27         250      1   1508    111.06         -   56
  archaea     ASV230              164         155      1   1508      0.79         -   40
  archaea     ASV231               30         250      1   1508     16.27         -   57
  archaea     ASV231              164         146      1   1508      1.08         -   58
  archaea     ASV232                8         250      1   1508     59.53         -   49
  archaea     ASV233               27         256      1   1508     46.53         -   47
  archaea     ASV234               11         250      1   1508     56.68         -   47
  archaea     ASV235               27         250      1   1508     87.43         -   54
  archaea     ASV235              164         155      1   1508      0.79         -   40
  archaea     ASV236               27         250      1   1508     89.52         -   57
  archaea     ASV237                8         250      1   1508    100.28         -   59
  archaea     ASV238               27         250      1   1508    105.33         -   56
  archaea     ASV238              164         155      1   1508      0.79         -   40
  archaea     ASV239               27         250      1   1508     80.72         -   52
  archaea     ASV239              164         155      1   1508      0.79         -   40
  archaea     ASV240               27         250      1   1508    114.57         -   54
  archaea     ASV241                8         250      1   1508     87.65         -   48
  archaea     ASV242               30         250      1   1508     64.27         -   52
  archaea     ASV243               30         250      1   1508     65.28         -   46
  archaea     ASV244                8         250      1   1508     69.72         -   57
  archaea     ASV245               27         250      1   1508    101.07         -   51
  archaea     ASV246               30         253      1   1508    105.38         -   53
  archaea     ASV247               27         250      1   1508     62.85         -   57
  archaea     ASV247               77          50      1   1508      1.16         -   43
  archaea     ASV248               11         250      1   1508     82.74         -   48
  archaea     ASV249               27         250      1   1508     67.06         -   58
  archaea     ASV249               77          50      1   1508      1.16         -   43
  archaea     ASV250               27         250      1   1508     77.33         -   57
  archaea     ASV251               30         250      1   1508     74.73         -   60
  archaea     ASV252               30         250      1   1508     51.82         -   49
  archaea     ASV253               27         250      1   1508    119.15         -   56
  archaea     ASV253              164         155      1   1508      0.79         -   40
  archaea     ASV254               27         254      1   1508    118.95         -   60
  archaea     ASV255                1         253      1   1508    251.44         -   56
  archaea     ASV256               27         250      1   1508     90.86         -   55
  archaea     ASV256              164         155      1   1508      0.79         -   40
  archaea     ASV257                8         250      1   1508     44.46         -   58
  archaea     ASV257              144         134      1   1508      1.79         -   55
  archaea     ASV258               11         250      1   1508     64.99         -   48
  archaea     ASV259               27         250      1   1508    117.77         -   56
  archaea     ASV259              164         155      1   1508      0.79         -   40
  archaea     ASV260               27         250      1   1508     67.71         -   51
  archaea     ASV261               11         250      1   1508     40.54         -   53
  archaea     ASV262                8         251      1   1508     94.09         -   60
  archaea     ASV263               27         250      1   1508     69.90         -   55
  archaea     ASV264               30         250      1   1508     32.09         -   59
  archaea     ASV264               77          68      1   1508      0.79         -   40
  archaea     ASV265                8         250      1   1508     70.33         -   56
  archaea     ASV266               27         250      1   1508     95.73         -   51
  archaea     ASV267               27         253      1   1508    131.68         -   59
  archaea     ASV268               11         250      1   1508     53.38         -   49
  archaea     ASV269                1         253      1   1508    251.27         -   56
  archaea     ASV270               30         250      1   1508     62.04         -   45
  archaea     ASV270              144         130      1   1508     -0.60         -   53
  archaea     ASV271               30         250      1   1508    131.97         -   58
  archaea     ASV271              190         176      1   1508      1.23         -   47
  archaea     ASV272               27         166      1   1508     22.87         -   46
  archaea     ASV273               30         250      1   1508    108.08         -   56
  archaea     ASV273              164         155      1   1508      0.79         -   40
  archaea     ASV274               27         250      1   1508     82.64         -   54
  archaea     ASV275               27         250      1   1508    115.17         -   56
  archaea     ASV275              164         155      1   1508      0.79         -   40
  archaea     ASV276               11         250      1   1508     99.56         -   51
  archaea     ASV277               27         250      1   1508     76.63         -   54
  archaea     ASV278                8         250      1   1508    105.87         -   59
  archaea     ASV279               27         209      1   1508     82.82         -   53
  archaea     ASV279              164         155      1   1508      0.79         -   40
  archaea     ASV280               27         252      1   1508     33.41         -   45
  archaea     ASV281               30         250      1   1508     88.99         -   54
  archaea     ASV281              164         155      1   1508      0.79         -   40
  archaea     ASV282                8         250      1   1508     85.10         -   58
  archaea     ASV282              213         176      1   1508     -0.82         -   61
  archaea     ASV283               27         250      1   1508     84.28         -   54
  archaea     ASV283              164         155      1   1508      0.79         -   40
  archaea     ASV284               27         249      1   1508     46.88         -   48
  archaea     ASV285                8         250      1   1508     74.33         -   62
  archaea     ASV286               30         250      1   1508    137.93         -   59
  archaea     ASV287               22          44      1   1508     -0.40         -   43
  archaea     ASV287              163         149      1   1508     -0.81         -   27
  archaea     ASV288               11         251      1   1508    101.00         -   56
  archaea     ASV288              191         177      1   1508      0.01         -   53
  archaea     ASV289                8         209      1   1508     70.31         -   57
  archaea     ASV290               27         250      1   1508     44.25         -   52
  archaea     ASV290              144         134      1   1508      1.79         -   55
  archaea     ASV291               27         250      1   1508    119.95         -   56
  archaea     ASV292                8         250      1   1508     62.94         -   66
  archaea     ASV293                8         250      1   1508     64.86         -   57
  archaea     ASV293               77          50      1   1508      1.16         -   46
  archaea     ASV294               11         253      1   1508    134.78         -   60
  archaea     ASV295               27         250      1   1508     70.73         -   44
  archaea     ASV296               27         250      1   1508     83.05         -   53
  archaea     ASV296              164         155      1   1508      0.79         -   40
  archaea     ASV297               28         253      1   1508     54.11         -   64
  archaea     ASV298               27         253      1   1508    150.71         -   59
  archaea     ASV299               30         253      1   1508    119.97         -   56
  archaea     ASV299              144         132      1   1508     -0.63         -   46
  archaea     ASV300               11         250      1   1508     60.60         -   46
  archaea     ASV301               30         250      1   1508    114.58         -   55
  archaea     ASV301              164         155      1   1508      0.79         -   40
  archaea     ASV302                8         250      1   1508    116.63         -   54
  archaea     ASV303               30         253      1   1508    103.89         -   59
  archaea     ASV303              144         132      1   1508     -0.63         -   46
  archaea     ASV304               30         250      1   1508     92.83         -   53
  archaea     ASV305               27         250      1   1508    127.12         -   58
  archaea     ASV306               30         250      1   1508     65.91         -   46
  archaea     ASV307               30         250      1   1508    104.92         -   54
  archaea     ASV307              164         155      1   1508      0.79         -   40
  archaea     ASV308                8         250      1   1508     95.08         -   53
  archaea     ASV309               30         250      1   1508     89.28         -   56
  archaea     ASV310               30         250      1   1508     54.77         -   46
  archaea     ASV310              144         130      1   1508     -0.60         -   53
  archaea     ASV311               27         250      1   1508     79.50         -   50
  archaea     ASV311               98          67      1   1508      1.96         -   56
  archaea     ASV312               27         249      1   1508     46.88         -   48
  archaea     ASV313               27         253      1   1508    117.20         -   56
  archaea     ASV314               30         250      1   1508     62.04         -   46
  archaea     ASV314              144         130      1   1508     -0.60         -   53
  archaea     ASV315               30         250      1   1508     55.68         -   47
  archaea     ASV315              144         130      1   1508     -0.60         -   60
  archaea     ASV316               30         253      1   1508     92.65         -   59
  archaea     ASV317               27         250      1   1508     98.93         -   51
  archaea     ASV317              144         129      1   1508      1.30         -   44
  archaea     ASV318               27         250      1   1508     64.59         -   50
  archaea     ASV318              164         155      1   1508      0.79         -   40
  archaea     ASV319               27         250      1   1508     84.90         -   56
  archaea     ASV319              164         155      1   1508      0.79         -   40
  archaea     ASV320               27         250      1   1508    100.71         -   53
  archaea     ASV321               30         253      1   1508     56.92         -   64
  archaea     ASV322               27         253      1   1508    160.63         -   58
  archaea     ASV323               27         251      1   1508     83.63         -   54
  archaea     ASV323              165         156      1   1508      0.79         -   40
  archaea     ASV324               11         250      1   1508     74.98         -   48
  archaea     ASV325                8         250      1   1508     56.79         -   55
  archaea     ASV326               27         250      1   1508    125.86         -   58
  archaea     ASV326              164         155      1   1508      0.79         -   40
  archaea     ASV327                8         250      1   1508    104.22         -   59
  archaea     ASV328               30         249      1   1508     69.22         -   54
  archaea     ASV329               30         250      1   1508     12.63         -   57
  archaea     ASV330               27         250      1   1508    107.54         -   54
  archaea     ASV330              164         155      1   1508      0.79         -   40
  archaea     ASV331               27         250      1   1508     96.19         -   51
  archaea     ASV331              164         155      1   1508      0.79         -   40
  archaea     ASV332               30         250      1   1508     64.64         -   48
  archaea     ASV333               30         250      1   1508     64.11         -   46
  archaea     ASV333              144         130      1   1508     -0.60         -   53
  archaea     ASV334               27         250      1   1508    109.28         -   57
  archaea     ASV334              164         155      1   1508      0.79         -   40
  archaea     ASV335               30         250      1   1508    125.83         -   56
  archaea     ASV335              190         176      1   1508      1.23         -   47
  archaea     ASV336                8         250      1   1508     76.85         -   60
  archaea     ASV337               27         250      1   1508     41.80         -   63
  archaea     ASV337               91          59      1   1508     -0.96         -   61
  archaea     ASV338               30         250      1   1508     13.24         -   57
  archaea     ASV339                8         250      1   1508    116.00         -   55
  archaea     ASV340               27         254      1   1508    112.29         -   60
  archaea     ASV341                8         250      1   1508     55.13         -   54
  archaea     ASV342                8         250      1   1508     89.41         -   58
  archaea     ASV343               30         250      1   1508     93.57         -   56
  archaea     ASV343              164         155      1   1508      0.79         -   40
  archaea     ASV344               30         250      1   1508    101.79         -   54
  archaea     ASV344              164         155      1   1508      0.79         -   40
  archaea     ASV345               30         253      1   1508    105.09         -   56
  archaea     ASV346              184         250      1   1508      5.18         -   57
  archaea     ASV347               30         250      1   1508     62.47         -   43
  archaea     ASV348               30         253      1   1508     87.79         -   54
  archaea     ASV348              144         132      1   1508     -0.63         -   46
  archaea     ASV349               30         250      1   1508     60.96         -   47
  archaea     ASV350               27         250      1   1508    126.26         -   58
  archaea     ASV351               27         250      1   1508     76.93         -   53
  archaea     ASV351              164         155      1   1508      0.79         -   40
  archaea     ASV352               27         250      1   1508     66.38         -   51
  archaea     ASV352              164         155      1   1508      0.79         -   40
  archaea     ASV353               11         250      1   1508     90.86         -   56
  archaea     ASV354               27         250      1   1508     71.94         -   58
  archaea     ASV355               30         250      1   1508    102.50         -   55
  archaea     ASV355              164         155      1   1508      0.79         -   40
  archaea     ASV356               30         249      1   1508     23.27         -   54
  archaea     ASV357               27         250      1   1508     96.79         -   54
  archaea     ASV357              164         155      1   1508      0.79         -   40
